# ========================================================
# 4-BAR PLANAR ANALYTICAL KINEMATIC DATASET EXPORT
# ========================================================
# Ground Pivot O_A (X, Y): (0.0, 0.0) mm
# Ground Pivot O_B (X, Y): (205.0, 0.0) mm
# Ground Distance (d): 205.0 mm
# Link 1 (Crank L1): 85.0 mm
# Link 2 (Coupler L2): 207.80038498520642 mm
# Link 3 (Rocker L3): 119.0 mm
# Coupler Point Offset (LP): 164.45364088398895 mm
# Coupler Point Angle (alpha): 28.916346831104075 deg
# Crank Velocity (omega1): 10.0 rad/s
# ========================================================
crank_angle_deg,coupler_p_x,coupler_p_y,vel_x,vel_y,vel_mag,acc_x,acc_y,acc_mag,acc_tangential,acc_normal
101.0,112.5614,185.7157,-857.2424,-133.405,867.5606,426.3161,-6851.6782,6864.9283,632.3382,6835.7434
101.5,111.8135,185.5967,-856.8397,-139.3773,868.1015,496.5025,-6835.8194,6853.8268,607.458,6826.8541
102.0,111.066,185.4724,-856.3759,-145.3355,868.6208,566.2955,-6819.0793,6842.5531,582.6389,6817.7023
102.5,110.3189,185.343,-855.8514,-151.2786,869.1184,635.6901,-6801.4607,6831.1031,557.8747,6808.285
103.0,109.5722,185.2084,-855.2665,-157.206,869.5945,704.6813,-6782.9663,6819.4727,533.1596,6798.599
103.5,108.8262,185.0686,-854.6216,-163.1169,870.049,773.2638,-6763.5992,6807.6583,508.4876,6788.6414
104.0,108.0807,184.9237,-853.9171,-169.0104,870.482,841.4325,-6743.3622,6795.6561,483.8528,6778.409
104.5,107.3358,184.7737,-853.1532,-174.886,870.8935,909.182,-6722.2581,6783.4627,459.2494,6767.8989
105.0,106.5917,184.6185,-852.3304,-180.7428,871.2835,976.5069,-6700.2899,6771.0745,434.6718,6757.1082
105.5,105.8482,184.4582,-851.449,-186.58,871.6521,1043.4018,-6677.4604,6758.4884,410.1142,6746.0338
106.0,105.1056,184.2929,-850.5094,-192.3969,871.9993,1109.8611,-6653.7727,6745.7011,385.5711,6734.6728
106.5,104.3638,184.1224,-849.512,-198.1927,872.3251,1175.8793,-6629.2297,6732.7096,361.0369,6723.0225
107.0,103.6229,183.947,-848.4572,-203.9668,872.6294,1241.4507,-6603.8345,6719.5111,336.5062,6711.0799
107.5,102.883,183.7665,-847.3454,-209.7184,872.9124,1306.5697,-6577.59,6706.1028,311.9734,6698.8422
108.0,102.1441,183.5809,-846.177,-215.4466,873.1739,1371.2304,-6550.4993,6692.4819,287.4334,6686.3066
108.5,101.4062,183.3904,-844.9523,-221.1509,873.4141,1435.4271,-6522.5656,6678.646,262.8807,6673.4703
109.0,100.6694,183.195,-843.6718,-226.8304,873.6327,1499.1538,-6493.792,6664.5927,238.3102,6660.3307
109.5,99.9337,182.9945,-842.3359,-232.4844,873.83,1562.4048,-6464.1816,6650.3197,213.7167,6646.8848
110.0,99.1992,182.7892,-840.945,-238.1123,874.0057,1625.1739,-6433.7378,6635.8249,189.095,6633.1302
110.5,98.466,182.579,-839.4996,-243.7132,874.16,1687.4552,-6402.4639,6621.1063,164.4401,6619.064
111.0,97.734,182.3639,-838.0,-249.2865,874.2927,1749.2427,-6370.3631,6606.162,139.747,6604.6837
111.5,97.0034,182.1439,-836.4467,-254.8313,874.4039,1810.5303,-6337.439,6590.9903,115.0108,6589.9867
112.0,96.2742,181.9191,-834.8402,-260.3471,874.4934,1871.3118,-6303.6949,6575.5895,90.2266,6574.9704
112.5,95.5464,181.6895,-833.1808,-265.8331,874.5614,1931.5812,-6269.1343,6559.9582,65.3895,6559.6323
113.0,94.82,181.4551,-831.4691,-271.2886,874.6076,1991.3321,-6233.761,6544.095,40.4949,6543.9697
113.5,94.0952,181.216,-829.7055,-276.7129,874.632,2050.5585,-6197.5785,6527.9989,15.5381,6527.9804
114.0,93.3719,180.9722,-827.8904,-282.1052,874.6347,2109.254,-6160.5907,6511.6687,-9.4857,6511.6618
114.5,92.6503,180.7237,-826.0243,-287.4649,874.6154,2167.4124,-6122.8012,6495.1036,-34.5808,6495.0116
115.0,91.9303,180.4705,-824.1077,-292.7913,874.5743,2225.0274,-6084.2141,6478.3029,-59.7519,6478.0273
115.5,91.2119,180.2127,-822.141,-298.0836,874.5111,2282.0928,-6044.8333,6461.2659,-85.0034,6460.7067
116.0,90.4954,179.9502,-820.1248,-303.3412,874.4259,2338.6021,-6004.6629,6443.9923,-110.3395,6443.0475
116.5,89.7806,179.6832,-818.0596,-308.5635,874.3185,2394.5492,-5963.707,6426.4817,-135.7647,6425.0475
117.0,89.0676,179.4117,-815.9457,-313.7497,874.1889,2449.9276,-5921.97,6408.7342,-161.2831,6406.7045
117.5,88.3565,179.1357,-813.7838,-318.8991,874.037,2504.7311,-5879.4562,6390.7498,-186.8989,6388.0163
118.0,87.6473,178.8551,-811.5743,-324.011,873.8627,2558.9532,-5836.1701,6372.5288,-212.6161,6368.9809
118.5,86.94,178.5702,-809.3178,-329.0849,873.6659,2612.5877,-5792.1163,6354.0716,-238.4387,6349.5962
119.0,86.2348,178.2808,-807.0147,-334.1199,873.4465,2665.6282,-5747.2994,6335.3788,-264.3707,6329.8604
119.5,85.5315,177.987,-804.6655,-339.1156,873.2044,2718.0684,-5701.7244,6316.4513,-290.4159,6309.7714
120.0,84.8304,177.6889,-802.2709,-344.0711,872.9396,2769.9021,-5655.3961,6297.2901,-316.5779,6289.3276
120.5,84.1313,177.3865,-799.8313,-348.9859,872.6519,2821.1228,-5608.3197,6277.8964,-342.8606,6268.527
121.0,83.4344,177.0798,-797.3473,-353.8593,872.3412,2871.7244,-5560.5003,6258.2717,-369.2675,6247.368
121.5,82.7397,176.7689,-794.8194,-358.6906,872.0073,2921.7007,-5511.9433,6238.4176,-395.802,6225.8489
122.0,82.0472,176.4538,-792.2482,-363.4792,871.6503,2971.0453,-5462.6542,6218.3359,-422.4675,6203.9683
122.5,81.357,176.1346,-789.6341,-368.2245,871.27,3019.7522,-5412.6387,6198.0288,-449.2674,6181.7247
123.0,80.6691,175.8112,-786.9779,-372.9258,870.8662,3067.8152,-5361.9025,6177.4986,-476.2049,6159.1166
123.5,79.9835,175.4837,-784.28,-377.5826,870.4388,3115.2281,-5310.4517,6156.7478,-503.2829,6136.1429
124.0,79.3002,175.1522,-781.541,-382.1941,869.9877,3161.985,-5258.2922,6135.7792,-530.5046,6112.8022
124.5,78.6194,174.8166,-778.7615,-386.7598,869.5128,3208.0798,-5205.4305,6114.5959,-557.8728,6089.0936
125.0,77.9411,174.4772,-775.942,-391.2791,869.014,3253.5067,-5151.873,6093.2012,-585.3902,6065.016
125.5,77.2652,174.1338,-773.0832,-395.7513,868.4911,3298.2596,-5097.6264,6071.5987,-613.0595,6040.5686
126.0,76.5918,173.7865,-770.1857,-400.1759,867.944,3342.3329,-5042.6974,6049.7922,-640.8832,6015.7506
126.5,75.9209,173.4353,-767.2499,-404.5523,867.3725,3385.7207,-4987.0932,6027.7859,-668.8637,5990.5613
127.0,75.2527,173.0804,-764.2767,-408.8799,866.7765,3428.4174,-4930.8209,6005.5841,-697.0033,5965.0002
127.5,74.587,172.7217,-761.2664,-413.158,866.1559,3470.4175,-4873.888,5983.1916,-725.304,5939.0669
128.0,73.924,172.3593,-758.2198,-417.3862,865.5106,3511.7154,-4816.3022,5960.6134,-753.768,5912.7612
128.5,73.2637,171.9933,-755.1375,-421.5639,864.8403,3552.3057,-4758.0712,5937.8547,-782.397,5886.083
129.0,72.6061,171.6236,-752.0201,-425.6904,864.145,3592.1832,-4699.2033,5914.9211,-811.1928,5859.0322
129.5,71.9512,171.2503,-748.8682,-429.7653,863.4245,3631.3427,-4639.7067,5891.8187,-840.1568,5831.6091
130.0,71.2991,170.8735,-745.6824,-433.7881,862.6786,3669.779,-4579.5899,5868.5537,-869.2905,5803.8139
130.5,70.6497,170.4932,-742.4634,-437.7581,861.9072,3707.4874,-4518.8618,5845.1326,-898.5952,5775.6473
131.0,70.0032,170.1095,-739.2119,-441.6748,861.1102,3744.4628,-4457.5314,5821.5623,-928.0718,5747.1098
131.5,69.3596,169.7224,-735.9283,-445.5377,860.2874,3780.7007,-4395.608,5797.8502,-957.7212,5718.2023
132.0,68.7188,169.3319,-732.6135,-449.3464,859.4386,3816.1965,-4333.1011,5774.0038,-987.5443,5688.9258
132.5,68.0809,168.9381,-729.268,-453.1003,858.5637,3850.9458,-4270.0205,5750.0312,-1017.5415,5659.2816
133.0,67.446,168.5411,-725.8926,-456.7988,857.6626,3884.9443,-4206.3764,5725.9405,-1047.7131,5629.271
133.5,66.814,168.1409,-722.4877,-460.4416,856.7351,3918.1881,-4142.1791,5701.7406,-1078.0593,5598.8957
134.0,66.185,167.7375,-719.0543,-464.0281,855.781,3950.6731,-4077.4392,5677.4403,-1108.5801,5568.1576
134.5,65.5591,167.331,-715.5927,-467.5579,854.8002,3982.3957,-4012.1677,5653.0492,-1139.2751,5537.0586
135.0,64.9361,166.9215,-712.1039,-471.0305,853.7925,4013.3524,-3946.3759,5628.5771,-1170.144,5505.601
135.5,64.3162,166.5089,-708.5883,-474.4455,852.7579,4043.5397,-3880.0752,5604.034,-1201.1861,5473.7874
136.0,63.6994,166.0934,-705.0468,-477.8024,851.696,4072.9547,-3813.2774,5579.4305,-1232.4004,5441.6205
136.5,63.0857,165.675,-701.4799,-481.1008,850.6069,4101.5942,-3745.9948,5554.7774,-1263.7858,5409.1032
137.0,62.4751,165.2538,-697.8884,-484.3403,849.4903,4129.4557,-3678.2398,5530.0861,-1295.3411,5376.2388
137.5,61.8676,164.8297,-694.2729,-487.5204,848.346,4156.5367,-3610.0251,5505.3682,-1327.0645,5343.0309
138.0,61.2634,164.4029,-690.6341,-490.6408,847.174,4182.835,-3541.364,5480.6357,-1358.9543,5309.4831
138.5,60.6623,163.9734,-686.9727,-493.7011,845.9742,4208.3485,-3472.2697,5455.9009,-1391.0083,5275.5995
139.0,60.0644,163.5412,-683.2894,-496.7009,844.7462,4233.0756,-3402.7562,5431.1765,-1423.2243,5241.3845
139.5,59.4697,163.1065,-679.5848,-499.6399,843.4901,4257.0148,-3332.8374,5406.4757,-1455.5996,5206.8426
140.0,58.8783,162.6692,-675.8597,-502.5177,842.2057,4280.1648,-3262.5279,5381.8119,-1488.1315,5171.9787
140.5,58.2901,162.2295,-672.1147,-505.334,840.8928,4302.5249,-3191.8425,5357.1988,-1520.8168,5136.7982
141.0,57.7052,161.7873,-668.3506,-508.0884,839.5513,4324.0944,-3120.7962,5332.6505,-1553.6521,5101.3064
141.5,57.1236,161.3427,-664.568,-510.7807,838.1811,4344.873,-3049.4047,5308.1815,-1586.6337,5065.5092
142.0,56.5453,160.8958,-660.7676,-513.4106,836.7821,4364.8607,-2977.6837,5283.8063,-1619.7578,5029.4128
142.5,55.9704,160.4466,-656.9501,-515.9777,835.3541,4384.0578,-2905.6494,5259.5401,-1653.0201,4993.0237
143.0,55.3987,159.9953,-653.1162,-518.4818,833.897,4402.4651,-2833.3184,5235.398,-1686.4162,4956.3487
143.5,54.8305,159.5417,-649.2666,-520.9227,832.4107,4420.0835,-2760.7076,5211.3956,-1719.9411,4919.395
144.0,54.2656,159.0861,-645.4019,-523.3001,830.8951,4436.9143,-2687.8343,5187.5487,-1753.5899,4882.17
144.5,53.704,158.6284,-641.5229,-525.6137,829.35,4452.9592,-2614.7161,5163.8732,-1787.3572,4844.6817
145.0,53.1459,158.1687,-637.6303,-527.8635,827.7755,4468.2205,-2541.3709,5140.3852,-1821.2374,4806.9382
145.5,52.5912,157.7071,-633.7247,-530.0492,826.1714,4482.7004,-2467.8171,5117.1011,-1855.2244,4768.9481
146.0,52.0398,157.2437,-629.8067,-532.1706,824.5375,4496.4018,-2394.0734,5094.0373,-1889.312,4730.7205
146.5,51.492,156.7783,-625.8772,-534.2276,822.8739,4509.3279,-2320.1587,5071.2104,-1923.4936,4692.2646
147.0,50.9475,156.3113,-621.9367,-536.22,821.1803,4521.4824,-2246.0924,5048.6369,-1957.7625,4653.5901
147.5,50.4065,155.8425,-617.9859,-538.1477,819.4569,4532.8693,-2171.8943,5026.3336,-1992.1114,4614.7071
148.0,49.8689,155.372,-614.0256,-540.0107,817.7034,4543.493,-2097.5844,5004.3171,-2026.5329,4575.626
148.5,49.3348,154.9,-610.0563,-541.8087,815.9199,4553.3584,-2023.183,4982.604,-2061.0193,4536.3578
149.0,48.8042,154.4264,-606.0787,-543.5418,814.1063,4562.4708,-1948.7108,4961.2109,-2095.5626,4496.9135
149.5,48.277,153.9514,-602.0935,-545.2098,812.2624,4570.836,-1874.1887,4940.1543,-2130.1543,4457.3049
150.0,47.7533,153.4749,-598.1013,-546.8128,810.3884,4578.46,-1799.6381,4919.4505,-2164.786,4417.544
150.5,47.2331,152.997,-594.1028,-548.3508,808.4842,4585.3495,-1725.0806,4899.1155,-2199.4487,4377.643
151.0,46.7164,152.5178,-590.0985,-549.8237,806.5497,4591.5116,-1650.538,4879.1653,-2234.1333,4337.6149
151.5,46.2032,152.0374,-586.0893,-551.2315,804.5849,4596.9538,-1576.0324,4859.6154,-2268.8303,4297.4726
152.0,45.6935,151.5558,-582.0756,-552.5744,802.5898,4601.6841,-1501.5862,4840.4811,-2303.53,4257.2299
152.5,45.1873,151.073,-578.058,-553.8523,800.5645,4605.7109,-1427.2221,4821.7772,-2338.2225,4216.9006
153.0,44.6846,150.5891,-574.0373,-555.0654,798.5088,4609.0431,-1352.9628,4803.5182,-2372.8976,4176.499
153.5,44.1854,150.1043,-570.0139,-556.2137,796.423,4611.6902,-1278.8316,4785.718,-2407.5447,4136.0398
154.0,43.6897,149.6184,-565.9886,-557.2974,794.3069,4613.662,-1204.8515,4768.3901,-2442.1533,4095.5379
154.5,43.1976,149.1316,-561.9618,-558.3166,792.1606,4614.9687,-1131.0461,4751.5473,-2476.7124,4055.0089
155.0,42.7089,148.644,-557.9341,-559.2715,789.9842,4615.6213,-1057.439,4735.2019,-2511.2109,4014.4685
155.5,42.2238,148.1555,-553.9062,-560.1623,787.7778,4615.6309,-984.0539,4719.3655,-2545.6374,3973.9327
156.0,41.7422,147.6663,-549.8785,-560.9891,785.5413,4615.0093,-910.9147,4704.049,-2579.9805,3933.4181
156.5,41.2641,147.1764,-545.8516,-561.7522,783.2749,4613.7688,-838.0452,4689.2624,-2614.2284,3892.9413
157.0,40.7895,146.6859,-541.8261,-562.4518,780.9786,4611.9218,-765.4696,4675.0152,-2648.3694,3852.5194
157.5,40.3184,146.1948,-537.8025,-563.0883,778.6526,4609.4817,-693.2119,4661.3157,-2682.3915,3812.17
158.0,39.8508,145.7031,-533.7812,-563.6618,776.297,4606.4618,-621.2961,4648.1716,-2716.2825,3771.9106
158.5,39.3868,145.211,-529.7629,-564.1728,773.9119,4602.8764,-549.7465,4635.5897,-2750.0301,3731.7592
159.0,38.9262,144.7185,-525.7479,-564.6214,771.4973,4598.7397,-478.5869,4623.5757,-2783.6222,3691.734
159.5,38.4692,144.2256,-521.7367,-565.0082,769.0536,4594.0668,-407.8415,4612.1344,-2817.0462,3651.8536
160.0,38.0156,143.7324,-517.7298,-565.3334,766.5807,4588.8728,-337.5341,4601.2697,-2850.2896,3612.1367
160.5,37.5656,143.2389,-513.7277,-565.5974,764.0789,4583.1736,-267.6886,4590.9843,-2883.3401,3572.6023
161.0,37.119,142.7452,-509.7308,-565.8007,761.5484,4576.9852,-198.3285,4581.2802,-2916.1851,3533.2694
161.5,36.6759,142.2514,-505.7395,-565.9437,758.9893,4570.3242,-129.4774,4572.1579,-2948.8119,3494.1574
162.0,36.2363,141.7575,-501.7543,-566.0268,756.4018,4563.2075,-61.1586,4563.6173,-2981.2082,3455.2859
162.5,35.8002,141.2635,-497.7754,-566.0506,753.7862,4555.6523,6.605,4555.6571,-3013.3615,3416.6744
163.0,35.3675,140.7696,-493.8033,-566.0155,751.1426,4547.6762,73.7906,4548.2748,-3045.2593,3378.3427
163.5,34.9383,140.2757,-489.8383,-565.922,748.4713,4539.2971,140.3757,4541.4671,-3076.8893,3340.3107
164.0,34.5126,139.7819,-485.8808,-565.7707,745.7725,4530.5333,206.3383,4535.2296,-3108.2393,3302.5984
164.5,34.0903,139.2882,-481.9311,-565.5621,743.0465,4521.4033,271.6566,4529.5568,-3139.2972,3265.2256
165.0,33.6715,138.7948,-477.9896,-565.2967,740.2935,4511.9259,336.3093,4524.4425,-3170.0511,3228.2125
165.5,33.2561,138.3016,-474.0564,-564.9753,737.5138,4502.1203,400.2756,4519.8792,-3200.4892,3191.579
166.0,32.8441,137.8087,-470.132,-564.5983,734.7077,4492.0056,463.5349,4515.8586,-3230.5999,3155.3452
166.5,32.4355,137.3162,-466.2165,-564.1665,731.8754,4481.6015,526.0674,4512.3718,-3260.372,3119.531
167.0,32.0304,136.8241,-462.3102,-563.6804,729.0173,4470.9276,587.8538,4509.4086,-3289.7942,3084.1563
167.5,31.6286,136.3324,-458.4133,-563.1407,726.1337,4460.0039,648.8752,4506.9584,-3318.8558,3049.2408
168.0,31.2303,135.8413,-454.5261,-562.5481,723.2249,4448.8503,709.1136,4505.0095,-3347.5463,3014.8043
168.5,30.8353,135.3506,-450.6487,-561.9033,720.2913,4437.4869,768.5514,4503.5499,-3375.8552,2980.8661
169.0,30.4438,134.8606,-446.7813,-561.207,717.3331,4425.9341,827.1716,4502.5666,-3403.7729,2947.4457
169.5,30.0555,134.3711,-442.924,-560.4599,714.3507,4414.2121,884.9583,4502.0462,-3431.2896,2914.562
170.0,29.6707,133.8824,-439.077,-559.6627,711.3445,4402.3413,941.8959,4501.9748,-3458.3962,2882.234
170.5,29.2892,133.3944,-435.2405,-558.8162,708.3148,4390.342,997.9698,4502.338,-3485.0838,2850.4803
171.0,28.9111,132.9071,-431.4145,-557.9211,705.262,4378.2346,1053.1662,4503.1209,-3511.3442,2819.319
171.5,28.5362,132.4206,-427.5991,-556.9783,702.1865,4366.0394,1107.472,4504.3084,-3537.1692,2788.7683
172.0,28.1648,131.935,-423.7943,-555.9885,699.0886,4353.7766,1160.875,4505.8852,-3562.5514,2758.8457
172.5,27.7966,131.4502,-420.0003,-554.9525,695.9688,4341.4664,1213.3639,4507.8357,-3587.4836,2729.5684
173.0,27.4317,130.9664,-416.217,-553.8711,692.8274,4329.1288,1264.9282,4510.1441,-3611.9594,2700.9534
173.5,27.0701,130.4836,-412.4446,-552.745,689.6648,4316.7837,1315.5585,4512.7946,-3635.9725,2673.0169
174.0,26.7119,130.0017,-408.6828,-551.5752,686.4815,4304.4506,1365.2462,4515.7715,-3659.5173,2645.775
174.5,26.3569,129.5209,-404.9319,-550.3625,683.2779,4292.1493,1413.9835,4519.0591,-3682.5887,2619.2432
175.0,26.0051,129.0412,-401.1916,-549.1077,680.0544,4279.8988,1461.764,4522.6416,-3705.1821,2593.4365
175.5,25.6566,128.5625,-397.462,-547.8115,676.8113,4267.7182,1508.5817,4526.5039,-3727.2935,2568.3692
176.0,25.3114,128.0851,-393.743,-546.475,673.5491,4255.6261,1554.4322,4530.6305,-3748.9192,2544.0554
176.5,24.9694,127.6088,-390.0345,-545.0988,670.2683,4243.641,1599.3117,4535.0068,-3770.0563,2520.5083
177.0,24.6307,127.1337,-386.3364,-543.6839,666.9693,4231.7809,1643.2175,4539.6181,-3790.7022,2497.7409
177.5,24.2951,126.6599,-382.6486,-542.2311,663.6524,4220.0634,1686.1479,4544.4504,-3810.8551,2475.7651
178.0,23.9628,126.1873,-378.971,-540.7413,660.3182,4208.5059,1728.1025,4549.4901,-3830.5136,2454.5927
178.5,23.6337,125.7161,-375.3033,-539.2153,656.9671,4197.1252,1769.0815,4554.7238,-3849.6768,2434.2346
179.0,23.3078,125.2462,-371.6456,-537.654,653.5994,4185.9377,1809.0864,4560.1391,-3868.3443,2414.7009
179.5,22.9851,124.7777,-367.9974,-536.0581,650.2157,4174.9596,1848.1197,4565.7238,-3886.5165,2396.0015
180.0,22.6655,124.3107,-364.3588,-534.4287,646.8163,4164.2061,1886.1848,4571.4665,-3904.194,2378.1452
180.5,22.3491,123.845,-360.7295,-532.7664,643.4017,4153.6924,1923.2862,4577.3563,-3921.3781,2361.1404
181.0,22.0359,123.3808,-357.1092,-531.0722,639.9724,4143.433,1959.4295,4583.3831,-3938.0707,2344.9947
181.5,21.7259,122.9181,-353.4977,-529.3468,636.5286,4133.4417,1994.621,4589.5374,-3954.2739,2329.715
182.0,21.4189,122.4569,-349.8949,-527.5912,633.071,4123.7321,2028.8684,4595.8104,-3969.9905,2315.3076
182.5,21.1152,121.9973,-346.3004,-525.8061,629.5998,4114.3169,2062.18,4602.1941,-3985.2237,2301.7781
183.0,20.8145,121.5392,-342.7139,-523.9923,626.1156,4105.2085,2094.5652,4608.681,-3999.9773,2289.1313
183.5,20.517,121.0828,-339.1353,-522.1506,622.6187,4096.4184,2126.0344,4615.2645,-4014.2553,2277.3715
184.0,20.2226,120.6279,-335.5643,-520.2819,619.1096,4087.9579,2156.5987,4621.9387,-4028.0623,2266.5021
184.5,19.9313,120.1747,-332.0004,-518.3869,615.5885,4079.8372,2186.2704,4628.6985,-4041.4033,2256.526
185.0,19.6432,119.7232,-328.4435,-516.4664,612.0561,4072.0664,2215.0623,4635.5395,-4054.2835,2247.4455
185.5,19.3581,119.2733,-324.8932,-514.5212,608.5126,4064.6546,2242.9884,4642.4578,-4066.7088,2239.2619
186.0,19.0761,118.8252,-321.3492,-512.5519,604.9585,4057.6105,2270.0631,4649.4505,-4078.685,2231.9762
186.5,18.7972,118.3788,-317.8112,-510.5594,601.3941,4050.942,2296.302,4656.5152,-4090.2187,2225.5887
187.0,18.5214,117.9341,-314.2789,-508.5443,597.8198,4044.6564,2321.7212,4663.6504,-4101.3163,2220.0989
187.5,18.2487,117.4912,-310.7519,-506.5075,594.2361,4038.7605,2346.3376,4670.855,-4111.9849,2215.5059
188.0,17.9791,117.0501,-307.2298,-504.4494,590.6432,4033.2602,2370.1686,4678.1286,-4122.2315,2211.8081
188.5,17.7125,116.6108,-303.7124,-502.371,587.0415,4028.1612,2393.2327,4685.4717,-4132.0635,2209.0034
189.0,17.449,116.1733,-300.1992,-500.2727,583.4315,4023.468,2415.5485,4692.885,-4141.4885,2207.0892
189.5,17.1886,115.7376,-296.69,-498.1552,579.8134,4019.185,2437.1354,4700.3699,-4150.5141,2206.0622
190.0,16.9312,115.3038,-293.1843,-496.0193,576.1876,4015.3157,2458.0135,4707.9285,-4159.1481,2205.9187
190.5,16.6768,114.8719,-289.6818,-493.8654,572.5544,4011.863,2478.2032,4715.5632,-4167.3986,2206.6547
191.0,16.4256,114.4419,-286.1822,-491.6942,568.9142,4008.8293,2497.7254,4723.2769,-4175.2734,2208.2655
191.5,16.1774,114.0137,-282.685,-489.5062,565.2673,4006.2163,2516.6014,4731.073,-4182.7806,2210.746
192.0,15.9322,113.5875,-279.1899,-487.3021,561.614,4004.0252,2534.8531,4738.9554,-4189.9283,2214.091
192.5,15.6901,113.1632,-275.6965,-485.0823,557.9546,4002.2566,2552.5025,4746.9282,-4196.7245,2218.2946
193.0,15.451,112.7409,-272.2045,-482.8473,554.2894,4000.9106,2569.572,4754.9958,-4203.177,2223.3507
193.5,15.215,112.3205,-268.7135,-480.5977,550.6188,3999.9865,2586.0843,4763.1632,-4209.294,2229.2529
194.0,14.982,111.9021,-265.2231,-478.3339,546.9429,3999.4834,2602.0624,4771.4355,-4215.083,2235.9946
194.5,14.7521,111.4857,-261.7329,-476.0564,543.2622,3999.3997,2617.5294,4779.8178,-4220.5518,2243.5688
195.0,14.5252,111.0712,-258.2427,-473.7656,539.5768,3999.7334,2632.5086,4788.3159,-4225.7078,2251.9685
195.5,14.3014,110.6588,-254.752,-471.4619,535.887,4000.4819,2647.0234,4796.9353,-4230.5584,2261.1864
196.0,14.0806,110.2484,-251.2604,-469.1458,532.1931,4001.6421,2661.0974,4805.6819,-4235.1105,2271.215
196.5,13.8628,109.84,-247.7677,-466.8175,528.4954,4003.2106,2674.7541,4814.5618,-4239.371,2282.0469
197.0,13.6482,109.4336,-244.2734,-464.4776,524.7941,4005.1836,2688.0171,4823.5808,-4243.3464,2293.6745
197.5,13.4365,109.0293,-240.7772,-462.1262,521.0895,4007.5567,2700.91,4832.7452,-4247.0429,2306.0902
198.0,13.2279,108.6271,-237.2787,-459.7637,517.3817,4010.3252,2713.4564,4842.0609,-4250.4664,2319.2863
198.5,13.0224,108.2269,-233.7777,-457.3904,513.6711,4013.484,2725.6797,4851.5341,-4253.6223,2333.2553
199.0,12.8199,107.8288,-230.2738,-455.0066,509.9578,4017.0277,2737.6032,4861.1709,-4256.5158,2347.9897
199.5,12.6205,107.4328,-226.7666,-452.6124,506.2421,4020.9506,2749.2501,4870.9773,-4259.1515,2363.4821
200.0,12.4241,107.0388,-223.2558,-450.2083,502.5243,4025.2464,2760.6435,4880.9591,-4261.5337,2379.7251
200.5,12.2308,106.647,-219.7411,-447.7943,498.8044,4029.909,2771.8062,4891.1222,-4263.6661,2396.7118
201.0,12.0406,106.2573,-216.2222,-445.3706,495.0828,4034.9315,2782.7609,4901.4723,-4265.552,2414.4351
201.5,11.8535,105.8697,-212.6987,-442.9375,491.3597,4040.3071,2793.5299,4912.0149,-4267.194,2432.8884
202.0,11.6694,105.4842,-209.1704,-440.495,487.6353,4046.0286,2804.1352,4922.7555,-4268.5943,2452.0653
202.5,11.4884,105.1009,-205.637,-438.0434,483.9097,4052.0887,2814.5988,4933.6993,-4269.7546,2471.9597
203.0,11.3105,104.7197,-202.0981,-435.5827,480.1832,4058.4797,2824.9419,4944.8513,-4270.6757,2492.5657
203.5,11.1357,104.3406,-198.5535,-433.113,476.456,4065.1941,2835.1859,4956.2165,-4271.358,2513.878
204.0,10.9639,103.9638,-195.0029,-430.6344,472.7283,4072.2237,2845.3515,4967.7994,-4271.8012,2535.8915
204.5,10.7953,103.5891,-191.446,-428.1469,469.0004,4079.5607,2855.459,4979.6045,-4272.0042,2558.6015
205.0,10.6298,103.2165,-187.8826,-425.6507,465.2724,4087.1967,2865.5285,4991.6361,-4271.9652,2582.0038
205.5,10.4674,102.8462,-184.3124,-423.1456,461.5445,4095.1236,2875.5797,5003.8981,-4271.6819,2606.0948
206.0,10.3081,102.478,-180.7352,-420.6318,457.8169,4103.333,2885.6316,5016.3943,-4271.1508,2630.871
206.5,10.152,102.112,-177.1507,-418.1092,454.09,4111.8165,2895.703,5029.1282,-4270.3679,2656.3299
207.0,9.9989,101.7483,-173.5586,-415.5779,450.3638,4120.5655,2905.8122,5042.1032,-4269.3283,2682.4691
207.5,9.849,101.3867,-169.9589,-413.0376,446.6387,4129.5716,2915.9771,5055.3223,-4268.0263,2709.287
208.0,9.7023,101.0274,-166.3511,-410.4885,442.9148,4138.8261,2926.2151,5068.7885,-4266.455,2736.7825
208.5,9.5587,100.6703,-162.7352,-407.9304,439.1924,4148.3207,2936.543,5082.5042,-4264.6069,2764.9552
209.0,9.4183,100.3154,-159.1109,-405.3632,435.4717,4158.0466,2946.9774,5096.472,-4262.4734,2793.8052
209.5,9.281,99.9628,-155.4779,-402.7869,431.753,4167.9954,2957.534,5110.694,-4260.045,2823.3332
210.0,9.1469,99.6124,-151.8363,-400.2013,428.0366,4178.1587,2968.2285,5125.1722,-4257.3109,2853.5406
210.5,9.016,99.2643,-148.1856,-397.6063,424.3227,4188.5279,2979.0757,5139.9084,-4254.2595,2884.4296
211.0,8.8883,98.9185,-144.5258,-395.0018,420.6116,4199.0948,2990.0902,5154.9041,-4250.878,2916.0028
211.5,8.7638,98.5749,-140.8568,-392.3876,416.9036,4209.8509,3001.2858,5170.1607,-4247.1523,2948.2636
212.0,8.6424,98.2336,-137.1782,-389.7635,413.1991,4220.7882,3012.6761,5185.6794,-4243.0673,2981.2162
