# ========================================================
# 4-BAR PLANAR ANALYTICAL KINEMATIC DATASET EXPORT
# ========================================================
# Ground Pivot O_A (X, Y): (0.0, 0.0) mm
# Ground Pivot O_B (X, Y): (205.0, 0.0) mm
# Ground Distance (d): 205.0 mm
# Link 1 (Crank L1): 85.0 mm
# Link 2 (Coupler L2): 207.80038498520642 mm
# Link 3 (Rocker L3): 119.0 mm
# Coupler Point Offset (LP): 164.45364088398895 mm
# Coupler Point Angle (alpha): 28.916346831104075 deg
# Crank Velocity (omega1): 10.0 rad/s
# ========================================================
crank_angle_deg,coupler_p_x,coupler_p_y,vel_x,vel_y,vel_mag,acc_x,acc_y,acc_mag,acc_tangential,acc_normal
212.5,8.5243,97.8946,-133.4901,-387.1294,409.4982,4231.8985,3024.274,5201.4612,-4238.6066,3014.8653
213.0,8.4095,97.5579,-129.7921,-384.4851,405.8014,4243.1738,3036.092,5217.5069,-4233.7522,3049.2164
213.5,8.2978,97.2236,-126.0843,-381.8304,402.109,4254.6063,3048.142,5233.8174,-4228.4853,3084.2757
214.0,8.1894,96.8915,-122.3664,-379.165,398.4214,4266.1881,3060.4356,5250.393,-4222.7852,3120.0501
214.5,8.0843,96.5618,-118.6383,-376.4888,394.739,4277.9116,3072.9838,5267.2343,-4216.6299,3156.5471
215.0,7.9824,96.2344,-114.9,-373.8016,391.0622,4289.7695,3085.7969,5284.3415,-4209.996,3193.775
215.5,7.8837,95.9094,-111.1512,-371.103,387.3913,4301.7543,3098.8852,5301.7148,-4202.8584,3231.7427
216.0,7.7884,95.5867,-107.392,-368.3929,383.727,4313.8589,3112.258,5319.3542,-4195.1903,3270.4597
216.5,7.6963,95.2664,-103.6221,-365.671,380.0695,4326.0763,3125.9245,5337.2596,-4186.9633,3309.9364
217.0,7.6075,94.9485,-99.8415,-362.9371,376.4195,4338.3998,3139.8932,5355.4311,-4178.147,3350.1835
217.5,7.522,94.633,-96.0501,-360.1908,372.7774,4350.8226,3154.1724,5373.8683,-4168.7095,3391.2124
218.0,7.4399,94.3199,-92.2479,-357.4319,369.1439,4363.3383,3168.7696,5392.571,-4158.6165,3433.0352
218.5,7.361,94.0092,-88.4346,-354.6601,365.5195,4375.9407,3183.6921,5411.5388,-4147.832,3475.6643
219.0,7.2855,93.7009,-84.6104,-351.8752,361.9048,4388.6237,3198.9468,5430.7715,-4136.3177,3519.1127
219.5,7.2134,93.395,-80.775,-349.0768,358.3005,4401.3814,3214.5399,5450.2684,-4124.0333,3563.3938
220.0,7.1446,93.0916,-76.9285,-346.2647,354.7072,4414.2083,3230.4775,5470.0292,-4110.9359,3608.5213
220.5,7.0791,92.7907,-73.0708,-343.4385,351.1258,4427.0988,3246.765,5490.0535,-4096.9804,3654.5093
221.0,7.017,92.4922,-69.2017,-340.5979,347.5569,4440.0477,3263.4076,5510.3406,-4082.1194,3701.372
221.5,6.9583,92.1962,-65.3214,-337.7427,344.0014,4453.0501,3280.41,5530.8901,-4066.3024,3749.1239
222.0,6.903,91.9028,-61.4297,-334.8724,340.4602,4466.1011,3297.7765,5551.7014,-4049.4766,3797.7793
222.5,6.8511,91.6118,-57.5266,-331.9868,336.9341,4479.1961,3315.511,5572.7741,-4031.5864,3847.3526
223.0,6.8026,91.3233,-53.612,-329.0856,333.4241,4492.3308,3333.6172,5594.1076,-4012.5731,3897.858
223.5,6.7575,91.0374,-49.686,-326.1685,329.9312,4505.5011,3352.0982,5615.7014,-3992.375,3949.3093
224.0,6.7159,90.7541,-45.7484,-323.235,326.4564,4518.7031,3370.9569,5637.5551,-3970.9276,4001.7199
224.5,6.6777,90.4733,-41.7993,-320.2849,323.001,4531.9331,3390.1958,5659.6683,-3948.1629,4055.1024
225.0,6.643,90.1951,-37.8387,-317.3179,319.566,4545.1877,3409.8171,5682.0404,-3924.0095,4109.4687
225.5,6.6117,89.9195,-33.8665,-314.3336,316.1527,4558.4636,3429.8226,5704.6712,-3898.393,4164.8296
226.0,6.5838,89.6465,-29.8827,-311.3316,312.7624,4571.7579,3450.2138,5727.5602,-3871.2351,4221.1947
226.5,6.5595,89.3761,-25.8872,-308.3117,309.3966,4585.0679,3470.992,5750.7072,-3842.4542,4278.5721
227.0,6.5387,89.1084,-21.8802,-305.2735,306.0566,4598.3911,3492.1581,5774.1119,-3811.9649,4336.9681
227.5,6.5213,88.8433,-17.8615,-302.2166,302.744,4611.7251,3513.7126,5797.7741,-3779.6783,4396.3868
228.0,6.5075,88.5809,-13.8312,-299.1408,299.4604,4625.0679,3535.656,5821.6936,-3745.5015,4456.8301
228.5,6.4972,88.3212,-9.7893,-296.0456,296.2074,4638.4178,3557.9882,5845.8703,-3709.3383,4518.2972
229.0,6.4904,88.0642,-5.7357,-292.9308,292.9869,4651.7731,3580.709,5870.3041,-3671.0883,4580.7839
229.5,6.4872,87.8099,-1.6704,-289.796,289.8008,4665.1326,3603.818,5894.995,-3630.6477,4644.2829
230.0,6.4875,87.5584,2.4065,-286.6408,286.6509,4678.495,3627.3145,5919.9431,-3587.9091,4708.7827
230.5,6.4914,87.3097,6.4951,-283.465,283.5394,4691.8596,3651.1975,5945.1484,-3542.7615,4774.2675
231.0,6.4988,87.0637,10.5954,-280.2682,280.4684,4705.2257,3675.4657,5970.6111,-3495.0907,4840.7167
231.5,6.5099,86.8205,14.7073,-277.05,277.4401,4718.5929,3700.1177,5996.3314,-3444.7793,4908.1041
232.0,6.5245,86.5802,18.8309,-273.8102,274.4569,4731.961,3725.1519,6022.3095,-3391.707,4976.3978
232.5,6.5428,86.3426,22.9661,-270.5483,271.5213,4745.3301,3750.5663,6048.5457,-3335.751,5045.5594
233.0,6.5646,86.108,27.113,-267.2641,268.6358,4758.7004,3776.3589,6075.0404,-3276.7867,5115.5435
233.5,6.5901,85.8762,31.2716,-263.9572,265.8031,4772.0725,3802.5274,6101.7941,-3214.6874,5186.2969
234.0,6.6192,85.6473,35.4419,-260.6273,263.0261,4785.4471,3829.0693,6128.8071,-3149.3257,5257.7584
234.5,6.6519,85.4213,39.6238,-257.2741,260.3075,4798.8252,3855.9819,6156.0799,-3080.5739,5329.8578
235.0,6.6883,85.1983,43.8174,-253.8972,257.6505,4812.208,3883.2624,6183.6132,-3008.3045,5402.5157
235.5,6.7284,84.9782,48.0227,-250.4964,255.0581,4825.5969,3910.9075,6211.4075,-2932.3914,5475.6428
236.0,6.7722,84.7611,52.2397,-247.0713,252.5336,4838.9936,3938.9143,6239.4635,-2852.7108,5549.1392
236.5,6.8196,84.547,56.4683,-243.6216,250.0803,4852.3999,3967.2792,6267.7818,-2769.1425,5622.8942
237.0,6.8707,84.3359,60.7087,-240.147,247.7017,4865.818,3995.9986,6296.3632,-2681.5706,5696.7858
237.5,6.9256,84.1278,64.9608,-236.6472,245.4013,4879.2501,4025.0689,6325.2084,-2589.8856,5770.6806
238.0,6.9841,83.9229,69.2246,-233.1218,243.1827,4892.6989,4054.4862,6354.3183,-2493.9852,5844.4332
238.5,7.0464,83.721,73.5002,-229.5707,241.0497,4906.1671,4084.2464,6383.6936,-2393.7761,5917.8864
239.0,7.1124,83.5222,77.7875,-225.9934,239.0061,4919.6576,4114.3453,6413.3352,-2289.1761,5990.8715
239.5,7.1821,83.3265,82.0866,-222.3897,237.0556,4933.1738,4144.7786,6443.244,-2180.1149,6063.2081
240.0,7.2557,83.134,86.3975,-218.7593,235.2024,4946.719,4175.5418,6473.4209,-2066.5366,6134.7049
240.5,7.3329,82.9447,90.7203,-215.1019,233.4502,4960.2969,4206.6303,6503.8668,-1948.4016,6205.1604
241.0,7.414,82.7586,95.0549,-211.4172,231.8031,4973.9113,4238.0393,6534.5827,-1825.6876,6274.3634
241.5,7.4988,82.5758,99.4014,-207.705,230.2651,4987.5664,4269.764,6565.5695,-1698.3921,6342.0948
242.0,7.5875,82.3961,103.7598,-203.965,228.8402,5001.2664,4301.7992,6596.8282,-1566.534,6408.1287
242.5,7.6799,82.2198,108.1303,-200.1969,227.5323,5015.0159,4334.1399,6628.3597,-1430.1545,6472.2338
243.0,7.7762,82.0467,112.5127,-196.4004,226.3454,5028.8195,4366.7807,6660.1651,-1289.3191,6534.176
243.5,7.8763,81.877,116.9072,-192.5753,225.2833,5042.6824,4399.7161,6692.2453,-1144.1185,6593.7198
244.0,7.9803,81.7106,121.3139,-188.7214,224.3497,5056.6095,4432.9407,6724.6014,-994.6693,6650.6313
244.5,8.0881,81.5476,125.7327,-184.8383,223.5484,5070.6064,4466.4488,6757.2342,-841.1144,6704.6805
245.0,8.1997,81.388,130.1638,-180.9259,222.8829,5084.6786,4500.2345,6790.1448,-683.6232,6755.644
245.5,8.3152,81.2319,134.6071,-176.9838,222.3564,5098.8319,4534.2918,6823.3341,-522.3915,6803.3077
246.0,8.4347,81.0791,139.0629,-173.0119,221.9721,5113.0723,4568.6148,6856.8031,-357.6402,6847.4698
246.5,8.558,80.9299,143.5312,-169.01,221.7331,5127.4061,4603.1972,6890.5528,-189.6145,6887.9434
247.0,8.6852,80.7842,148.012,-164.9778,221.6421,5141.8397,4638.0326,6924.5839,-18.5819,6924.559
247.5,8.8163,80.642,152.5054,-160.915,221.7015,5156.3798,4673.1147,6958.8974,155.1696,6957.1672
248.0,8.9513,80.5033,157.0116,-156.8216,221.9136,5171.0333,4708.4367,6993.4942,331.3343,6985.6409
248.5,9.0903,80.3683,161.5306,-152.6972,222.2804,5185.8072,4743.9921,7028.3751,509.5915,7009.8768
249.0,9.2333,80.2368,166.0626,-148.5417,222.8035,5200.7088,4779.7738,7063.5409,689.609,7029.7972
249.5,9.3802,80.109,170.6076,-144.3549,223.4844,5215.7457,4815.7749,7098.9923,871.0463,7045.3509
250.0,9.531,79.9849,175.1658,-140.1365,224.3241,5230.9255,4851.9883,7134.73,1053.5581,7056.5139
250.5,9.6859,79.8645,179.7373,-135.8865,225.3234,5246.2563,4888.4067,7170.7548,1236.7983,7063.2892
251.0,9.8447,79.7477,184.3223,-131.6046,226.4828,5261.746,4925.0225,7207.0672,1420.4234,7065.707
251.5,10.0076,79.6348,188.9208,-127.2906,227.8025,5277.4031,4961.8283,7243.6678,1604.096,7063.8233
252.0,10.1745,79.5256,193.5331,-122.9445,229.2824,5293.2362,4998.8162,7280.5572,1787.4882,7057.7191
252.5,10.3454,79.4202,198.1593,-118.566,230.9221,5309.2539,5035.9785,7317.7357,1970.2849,7047.4984
253.0,10.5203,79.3187,202.7996,-114.155,232.721,5325.4653,5073.3069,7355.2038,2152.1859,7033.2865
253.5,10.6993,79.221,207.4541,-109.7114,234.678,5341.8795,5110.7933,7392.9618,2332.9092,7015.2277
254.0,10.8824,79.1272,212.123,-105.235,236.7922,5358.5059,5148.4293,7431.01,2512.1922,6993.4827
254.5,11.0696,79.0373,216.8065,-100.7256,239.0622,5375.3542,5186.2063,7469.3486,2689.7936,6968.2263
255.0,11.2608,78.9514,221.5048,-96.1833,241.4863,5392.434,5224.1155,7507.9776,2865.4948,6939.6446
255.5,11.4562,78.8695,226.2181,-91.6078,244.0628,5409.7556,5262.148,7546.8971,3039.0998,6907.9323
256.0,11.6556,78.7915,230.9467,-86.9991,246.7898,5427.3289,5300.2946,7586.1071,3210.4364,6873.2903
256.5,11.8593,78.7176,235.6907,-82.357,249.6653,5445.1645,5338.546,7625.6075,3379.3557,6835.9231
257.0,12.067,78.6478,240.4504,-77.6815,252.6872,5463.2729,5376.8926,7665.3979,3545.7317,6796.0365
257.5,12.2789,78.5821,245.226,-72.9725,255.853,5481.665,5415.3246,7705.4781,3709.4608,6753.8354
258.0,12.495,78.5204,250.0178,-68.23,259.1606,5500.3518,5453.8321,7745.8476,3870.4608,6709.5222
258.5,12.7153,78.463,254.826,-63.4538,262.6075,5519.3446,5492.4048,7786.506,4028.6697,6663.2947
259.0,12.9398,78.4097,259.6509,-58.6439,266.1911,5538.6546,5531.0323,7827.4526,4184.0447,6615.3446
259.5,13.1685,78.3606,264.4929,-53.8003,269.9092,5558.2936,5569.7038,7868.6866,4336.5604,6565.8566
260.0,13.4014,78.3158,269.3521,-48.9229,273.759,5578.2734,5608.4084,7910.2073,4486.2078,6515.0071
260.5,13.6386,78.2753,274.2289,-44.0118,277.7382,5598.6058,5647.1349,7952.0135,4632.9925,6462.9637
261.0,13.88,78.239,279.1236,-39.0668,281.8443,5619.3032,5685.8716,7994.1044,4776.9331,6409.8841
261.5,14.1258,78.2071,284.0365,-34.088,286.0747,5640.3779,5724.6069,8036.4785,4918.0602,6355.9162
262.0,14.3758,78.1795,288.968,-29.0755,290.4271,5661.8424,5763.3286,8079.1346,5056.4145,6301.1974
262.5,14.6301,78.1564,293.9184,-24.0292,294.8991,5683.7095,5802.0243,8122.0711,5192.0456,6245.8548
263.0,14.8888,78.1376,298.8881,-18.9491,299.4882,5705.9921,5840.6813,8165.2865,5325.0108,6190.0052
263.5,15.1518,78.1233,303.8774,-13.8353,304.1922,5728.7033,5879.2866,8208.779,5455.3736,6133.7551
264.0,15.4191,78.1135,308.8867,-8.6878,309.0089,5751.8563,5917.8268,8252.5466,5583.2028,6077.2009
264.5,15.6909,78.1081,313.9164,-3.5067,313.936,5775.4647,5956.288,8296.5872,5708.5715,6020.4294
265.0,15.967,78.1073,318.9669,1.7079,318.9715,5799.5419,5994.6562,8340.8986,5831.5559,5963.5178
265.5,16.2476,78.1111,324.0387,6.9559,324.1133,5824.1017,6032.9169,8385.4784,5952.2346,5906.5346
266.0,16.5326,78.1195,329.1321,12.2373,329.3595,5849.158,6071.0553,8430.3239,6070.6877,5849.5395
266.5,16.822,78.1325,334.2475,17.5518,334.708,5874.7249,6109.0559,8475.4325,6186.9964,5792.5842
267.0,17.116,78.1501,339.3855,22.8995,340.1572,5900.8166,6146.903,8520.8012,6301.2422,5735.7127
267.5,17.4144,78.1725,344.5466,28.2802,345.7052,5927.4473,6184.5806,8566.4269,6413.5062,5678.9619
268.0,17.7173,78.1995,349.731,33.6936,351.3503,5954.6316,6222.072,8612.3061,6523.8689,5622.3618
268.5,18.0248,78.2313,354.9395,39.1397,357.091,5982.3839,6259.36,8658.4355,6632.4098,5565.9362
269.0,18.3368,78.2678,360.1724,44.6182,362.9256,6010.719,6296.4271,8704.8112,6739.2069,5509.7032
269.5,18.6534,78.3092,365.4304,50.1289,368.8526,6039.6517,6333.2553,8751.4293,6844.3365,5453.6752
270.0,18.9746,78.3553,370.7138,55.6717,374.8707,6069.1967,6369.8259,8798.2857,6947.8729,5397.86
270.5,19.3004,78.4063,376.0233,61.2463,380.9785,6099.3691,6406.1197,8845.3758,7049.8885,5342.2604
271.0,19.6309,78.4622,381.3594,66.8524,387.1747,6130.1839,6442.1171,8892.6952,7150.4531,5286.8752
271.5,19.966,78.523,386.7227,72.4898,393.458,6161.6561,6477.7978,8940.2388,7249.6341,5231.6991
272.0,20.3059,78.5888,392.1137,78.1582,399.8273,6193.8009,6513.1409,8988.0017,7347.4967,5176.7235
272.5,20.6504,78.6595,397.5331,83.8573,406.2814,6226.6335,6548.1249,9035.9783,7444.1031,5121.9364
273.0,20.9997,78.7351,402.9814,89.5867,412.8194,6260.1689,6582.7276,9084.163,7539.5132,5067.3227
273.5,21.3538,78.8158,408.4594,95.3462,419.44,6294.4225,6616.9264,9132.5499,7633.7838,5012.8647
274.0,21.7126,78.9015,413.9675,101.1353,426.1425,6329.4092,6650.6976,9181.1328,7726.9695,4958.5424
274.5,22.0763,78.9923,419.5065,106.9537,432.9258,6365.1444,6684.0172,9229.9052,7819.1218,4904.3332
275.0,22.4448,79.0882,425.077,112.801,439.7892,6401.643,6716.8603,9278.8601,7910.2897,4850.2126
275.5,22.8182,79.1892,430.6797,118.6767,446.7316,6438.9201,6749.2011,9327.9906,8000.5194,4796.1544
276.0,23.1965,79.2954,436.3153,124.5804,453.7525,6476.9906,6781.0134,9377.2891,8089.8547,4742.1305
276.5,23.5797,79.4067,441.9844,130.5117,460.8508,6515.8694,6812.27,9426.7479,8178.3364,4688.1114
277.0,23.9679,79.5232,447.6878,136.4699,468.0261,6555.571,6842.9427,9476.3587,8266.003,4634.0663
277.5,24.3611,79.6449,453.4263,142.4547,475.2775,6596.11,6873.0027,9526.1133,8352.8902,4579.9628
278.0,24.7593,79.7718,459.2005,148.4654,482.6044,6637.5008,6902.4205,9576.0025,8439.0314,4525.7678
278.5,25.1626,79.904,465.0112,154.5015,490.0062,6679.7574,6931.1652,9626.0174,8524.4573,4471.447
279.0,25.5709,80.0415,470.8591,160.5623,497.4822,6722.8938,6959.2055,9676.1481,8609.1962,4416.9652
279.5,25.9844,80.1842,476.7451,166.6474,505.0319,6766.9235,6986.5088,9726.3846,8693.2742,4362.2863
280.0,26.403,80.3323,482.6699,172.7559,512.6547,6811.8598,7013.0417,9776.7166,8776.7146,4307.3736
280.5,26.8268,80.4858,488.6343,178.8872,520.35,6857.7156,7038.7699,9827.1331,8859.5388,4252.1896
281.0,27.2558,80.6445,494.6391,185.0406,528.1173,6904.5036,7063.6578,9877.6227,8941.7655,4196.6964
281.5,27.6901,80.8087,500.6852,191.2153,535.9561,6952.2358,7087.669,9928.1738,9023.4114,4140.8552
282.0,28.1297,80.9783,506.7733,197.4107,543.866,7000.924,7110.7659,9978.7739,9104.4907,4084.627
282.5,28.5746,81.1533,512.9044,203.6257,551.8463,7050.5793,7132.91,10029.4104,9185.0155,4027.9725
283.0,29.0249,81.3337,519.0792,209.8596,559.8967,7101.2123,7154.0613,10080.0699,9264.9958,3970.8515
283.5,29.4806,81.5195,525.2986,216.1116,568.0166,7152.8331,7174.179,10130.7387,9344.4392,3913.2241
284.0,29.9417,81.7109,531.5635,222.3806,576.2056,7205.4511,7193.221,10181.4024,9423.3512,3855.0495
284.5,30.4084,81.9077,537.8748,228.6658,584.4633,7259.0749,7211.144,10232.046,9501.7351,3796.287
285.0,30.8805,82.11,544.2333,234.9661,592.7891,7313.7125,7227.9034,10282.6542,9579.5923,3736.8957
285.5,31.3582,82.3178,550.6399,241.2805,601.1827,7369.3709,7243.4534,10333.2108,9656.9217,3676.8342
286.0,31.8416,82.5311,557.0956,247.608,609.6435,7426.0565,7257.747,10383.6991,9733.7202,3616.0611
286.5,32.3306,82.7499,563.6012,253.9473,618.1711,7483.7745,7270.7359,10434.1018,9809.9827,3554.535
287.0,32.8253,82.9743,570.1575,260.2974,626.765,7542.5291,7282.3701,10484.4008,9885.7018,3492.2142
287.5,33.3257,83.2042,576.7656,266.657,635.4247,7602.3236,7292.5989,10534.5775,9960.868,3429.0569
288.0,33.8319,83.4397,583.4264,273.025,644.1498,7663.16,7301.3696,10584.6124,10035.4696,3365.0213
288.5,34.344,83.6808,590.1407,279.3999,652.9398,7725.0391,7308.6285,10634.4854,10109.4929,3300.0656
289.0,34.8619,83.9274,596.9094,285.7805,661.794,7787.9604,7314.3203,10684.1756,10182.9218,3234.148
289.5,35.3858,84.1795,603.7335,292.1653,670.7121,7851.922,7318.3884,10733.6614,10255.738,3167.2267
290.0,35.9157,84.4373,610.6139,298.553,679.6935,7916.9205,7320.7746,10782.9203,10327.9213,3099.2599
290.5,36.4515,84.7006,617.5515,304.942,688.7376,7982.9509,7321.4193,10831.929,10399.4489,3030.206
291.0,36.9935,84.9695,624.5471,311.3307,697.8438,8050.0065,7320.2616,10880.6633,10470.2959,2960.0233
291.5,37.5416,85.244,631.6017,317.7177,707.0115,8118.0789,7317.2388,10929.0982,10540.435,2888.6704
292.0,38.0959,85.524,638.7161,324.1012,716.2401,8187.1577,7312.2868,10977.2077,10609.8367,2816.1062
292.5,38.6564,85.8097,645.8913,330.4795,725.5289,8257.2306,7305.3402,11024.965,10678.469,2742.2896
293.0,39.2232,86.1008,653.128,336.8508,734.8773,8328.2831,7296.3318,11072.342,10746.2975,2667.1797
293.5,39.7963,86.3976,660.4271,343.2133,744.2845,8400.2986,7285.1931,11119.31,10813.2854,2590.7362
294.0,40.3759,86.6999,667.7896,349.5652,753.7498,8473.258,7271.8539,11165.839,10879.3934,2512.9187
294.5,40.9619,87.0077,675.216,355.9045,763.2723,8547.1397,7256.2428,11211.898,10944.5795,2433.6875
295.0,41.5544,87.321,682.7074,362.2291,772.8514,8621.9196,7238.2865,11257.4549,11008.7995,2353.0033
295.5,42.1534,87.6399,690.2644,368.5369,782.486,8697.5708,7217.9107,11302.4764,11072.006,2270.8271
296.0,42.7591,87.9642,697.8878,374.826,792.1754,8774.0635,7195.0392,11346.9282,11134.1495,2187.1205
296.5,43.3715,88.2941,705.5782,381.0939,801.9185,8851.3648,7169.5947,11390.7746,11195.1771,2101.8456
297.0,43.9906,88.6294,713.3365,387.3385,811.7143,8929.4385,7141.4982,11433.9787,11255.0337,2014.9654
297.5,44.6165,88.9701,721.1633,393.5574,821.5618,9008.2453,7110.6697,11476.5024,11313.6609,1926.4433
298.0,45.2493,89.3162,729.0591,399.7481,831.46,9087.7422,7077.0275,11518.3061,11370.9975,1836.2437
298.5,45.889,89.6678,737.0246,405.9083,841.4076,9167.8824,7040.4888,11559.3491,11426.9794,1744.3315
299.0,46.5357,90.0247,745.0602,412.0352,851.4034,9248.6155,7000.9697,11599.589,11481.5393,1650.6729
299.5,47.1894,90.3869,753.1666,418.1264,861.4462,9329.8868,6958.3849,11638.9823,11534.6067,1555.2349
300.0,47.8502,90.7544,761.3441,424.179,871.5346,9411.6374,6912.6482,11677.4837,11586.1082,1457.9856
300.5,48.5182,91.1272,769.5931,430.1903,881.6673,9493.8042,6863.6723,11715.0465,11635.9667,1358.8943
301.0,49.1934,91.5052,777.914,436.1574,891.8427,9576.3191,6811.369,11751.6227,11684.1022,1257.9314
301.5,49.8759,91.8884,786.307,442.0774,902.0594,9659.1095,6755.6493,11787.1622,11730.4309,1155.0689
302.0,50.5658,92.2768,794.7724,447.9472,912.3157,9742.0975,6696.4234,11821.6137,11774.8657,1050.2802
302.5,51.2631,92.6702,803.3102,453.7638,922.6098,9825.2004,6633.6011,11854.9241,11817.316,943.5401
303.0,51.9679,93.0687,811.9206,459.524,932.9402,9908.3296,6567.0915,11887.0385,11857.6875,834.8254
303.5,52.6802,93.4722,820.6035,465.2244,943.3048,9991.391,6496.8035,11917.9004,11895.882,724.1144
304.0,53.4001,93.8807,829.3588,470.8619,953.7017,10074.2848,6422.6459,11947.4514,11931.7979,611.3875
304.5,54.1277,94.294,838.1864,476.4329,964.129,10156.9049,6344.5275,11975.6313,11965.3294,496.6272
305.0,54.8631,94.7122,847.0859,481.934,974.5844,10239.139,6262.3571,12002.3783,11996.367,379.8182
305.5,55.6062,95.1352,856.0569,487.3616,985.0658,10320.8682,6176.0441,12027.6283,12024.7972,260.9475
306.0,56.3572,95.5628,865.099,492.712,995.5709,10401.967,6085.4985,12051.3156,12050.5024,140.0047
306.5,57.1161,95.9951,874.2115,497.9815,1006.0971,10482.3027,5990.6309,12073.3727,12073.3607,16.9821
307.0,57.883,96.4319,883.3938,503.1663,1016.642,10561.7355,5891.3534,12093.7298,12093.2465,108.1254
307.5,58.6579,96.8732,892.6449,508.2626,1027.2029,10640.1183,5787.5789,12112.3155,12110.0294,235.3194
308.0,59.441,97.319,901.964,513.2662,1037.777,10717.2961,5679.2225,12129.0562,12123.5751,364.5988
308.5,60.2322,97.769,911.3497,518.1733,1048.3616,10793.1064,5566.2008,12143.8766,12133.7448,495.9588
309.0,61.0316,98.2233,920.801,522.9797,1058.9534,10867.3784,5448.4329,12156.6991,12140.3954,629.3911
309.5,61.8393,98.6818,930.3164,527.6812,1069.5495,10939.933,5325.8403,12167.4446,12143.3793,764.8835
310.0,62.6553,99.1443,939.8943,532.2736,1080.1465,11010.5827,5198.3476,12176.0318,12142.5445,902.42
310.5,63.4797,99.6107,949.5329,536.7526,1090.7411,11079.1315,5065.8827,12182.3776,12137.7346,1041.9802
311.0,64.3126,100.081,959.2303,541.1138,1101.3296,11145.3745,4928.3772,12186.3971,12128.7884,1183.5394
311.5,65.1539,100.5551,968.9845,545.3528,1111.9085,11209.0976,4785.767,12188.0037,12115.5406,1327.0681
312.0,66.0038,101.0328,978.7931,549.465,1122.4739,11270.0778,4637.9924,12187.109,12097.8212,1472.5319
312.5,66.8622,101.5141,988.6536,553.4461,1133.0219,11328.0827,4484.999,12183.6232,12075.4556,1619.8914
313.0,67.7293,101.9987,998.5634,557.2913,1143.5482,11382.8707,4326.7379,12177.4549,12048.2649,1769.1015
313.5,68.6051,102.4867,1008.5195,560.9961,1154.0486,11434.1905,4163.1662,12168.5113,12016.0658,1920.1117
314.0,69.4895,102.9778,1018.5187,564.5558,1164.5187,11481.7814,3994.2477,12156.6985,11978.6705,2072.8655
314.5,70.3827,103.472,1028.5578,567.9658,1174.9537,11525.3728,3819.9536,12141.9218,11935.887,2227.3002
315.0,71.2847,103.9691,1038.6331,571.2213,1185.3491,11564.6848,3640.2626,12124.0854,11887.5189,2383.3466
315.5,72.1955,104.4689,1048.7406,574.3177,1195.6997,11599.4277,3455.162,12103.0933,11833.3659,2540.9289
316.0,73.1151,104.9714,1058.8765,577.2502,1206.0005,11629.3023,3264.6479,12078.8492,11773.2235,2699.9641
316.5,74.0436,105.4763,1069.0361,580.014,1216.246,11653.9997,3068.7263,12051.2568,11706.8835,2860.362
317.0,74.981,105.9836,1079.2149,582.6045,1226.431,11673.2019,2867.4135,12020.2206,11634.1338,3022.0249
317.5,75.9272,106.4931,1089.408,585.017,1236.5495,11686.5814,2660.7367,11985.6457,11554.7588,3184.8473
318.0,76.8823,107.0046,1099.6101,587.2469,1246.5958,11693.8016,2448.7349,11947.439,11468.5398,3348.7154
318.5,77.8464,107.518,1109.8156,589.2894,1256.5638,11694.5175,2231.4596,11905.5093,11375.2547,3513.507
319.0,78.8193,108.0331,1120.0189,591.14,1266.4473,11688.3752,2008.9753,11859.768,11274.6788,3679.0916
319.5,79.8012,108.5497,1130.2136,592.7942,1276.2397,11675.0129,1781.3607,11810.13,11166.5848,3845.3292
320.0,80.7919,109.0677,1140.3934,594.2476,1285.9344,11654.0609,1548.7088,11756.5146,11050.7431,4012.071
320.5,81.7915,109.5868,1150.5515,595.4958,1295.5245,11625.1426,1311.1283,11698.846,10926.9223,4179.1586
321.0,82.8,110.1069,1160.6807,596.5345,1305.0031,11587.8743,1068.7439,11637.0548,10794.8897,4346.4239
321.5,83.8173,110.6279,1170.7736,597.3597,1314.3627,11541.8664,821.6973,11571.0789,10654.4112,4513.689
322.0,84.8434,111.1495,1180.8224,597.9673,1323.596,11486.7241,570.1477,11500.8651,10505.2526,4680.7656
322.5,85.8782,111.6715,1190.8189,598.3535,1332.6953,11422.0476,314.2729,11426.3703,10347.1792,4847.4553
323.0,86.9217,112.1937,1200.7547,598.5146,1341.6526,11347.4337,54.2695,11347.5635,10179.9569,5013.5489
323.5,87.9739,112.716,1210.6209,598.4471,1350.4599,11262.4761,-209.6458,11264.4272,10003.353,5178.8269
324.0,89.0346,113.2381,1220.4083,598.1477,1359.1089,11166.7668,-477.2362,11176.96,9817.136,5343.0586
324.5,90.1039,113.7599,1230.1073,597.6132,1367.5912,11059.897,-748.2435,11085.1788,9621.0772,5506.0024
325.0,91.1815,114.2811,1239.7081,596.8408,1375.8979,10941.4583,-1022.3882,10989.1214,9414.9508,5667.4058
325.5,92.2675,114.8015,1249.2003,595.828,1384.0204,10811.0443,-1299.3684,10888.8492,9198.5351,5827.0053
326.0,93.3618,115.3209,1258.5733,594.5723,1391.9494,10668.2515,-1578.8596,10784.4512,8971.6129,5984.526
326.5,94.4641,115.8392,1267.8162,593.0717,1399.6757,10512.6811,-1860.5141,10676.0469,8733.9728,6139.6822
327.0,95.5745,116.356,1276.9176,591.3245,1407.1898,10343.9405,-2143.9611,10563.7907,8485.41,6292.177
327.5,96.6927,116.8711,1285.8658,589.3294,1414.4823,10161.6448,-2428.806,10447.8765,8225.7272,6441.7029
