# ========================================================
# 4-BAR PLANAR ANALYTICAL KINEMATIC DATASET EXPORT
# ========================================================
# Ground Pivot O_A (X, Y): (0.0, 0.0) mm
# Ground Pivot O_B (X, Y): (140.0, 0.0) mm
# Ground Distance (d): 140.0 mm
# Link 1 (Crank L1): 50.0 mm
# Link 2 (Coupler L2): 120.0 mm
# Link 3 (Rocker L3): 100.0 mm
# Coupler Point Offset (LP): 80.0 mm
# Coupler Point Angle (alpha): 30.0 deg
# Crank Velocity (omega1): 10.0 rad/s
# ========================================================
crank_angle_deg,coupler_p_x,coupler_p_y,vel_x,vel_y,vel_mag,acc_x,acc_y,acc_mag,acc_tangential,acc_normal
100.5,40.8948,111.6075,-440.1445,-132.3459,459.6114,-417.574,-3921.8596,3944.0272,1529.1943,3635.5076
101.0,40.5105,111.4905,-440.4882,-135.7645,460.9358,-370.1026,-3912.877,3930.3413,1506.1874,3630.2868
101.5,40.126,111.3705,-440.7905,-139.1751,462.2402,-322.9098,-3903.4668,3916.8002,1483.2135,3625.1071
102.0,39.7412,111.2476,-441.0518,-142.5772,463.5245,-275.9977,-3893.6288,3903.3985,1460.2725,3619.9619
102.5,39.3562,111.1217,-441.2723,-145.9706,464.7889,-229.3688,-3883.3631,3890.131,1437.3645,3614.8447
103.0,38.971,110.9928,-441.4522,-149.3549,466.0332,-183.0253,-3872.6697,3876.9923,1414.4892,3609.7492
103.5,38.5857,110.861,-441.5918,-152.7296,467.2576,-136.9696,-3861.5489,3863.9773,1391.6464,3604.6693
104.0,38.2003,110.7263,-441.6914,-156.0944,468.4621,-91.2041,-3850.0008,3851.081,1368.8357,3599.5991
104.5,37.8148,110.5886,-441.7511,-159.449,469.6467,-45.7312,-3838.0259,3838.2983,1346.0567,3594.5327
105.0,37.4293,110.448,-441.7713,-162.7929,470.8114,-0.5532,-3825.6244,3825.6245,1323.3087,3589.4646
105.5,37.0438,110.3045,-441.7522,-166.1258,471.9563,44.3275,-3812.7969,3813.0546,1300.5913,3584.3894
106.0,36.6583,110.1581,-441.694,-169.4474,473.0814,88.9084,-3799.5439,3800.584,1277.9036,3579.3018
106.5,36.2729,110.0087,-441.5971,-172.7572,474.1867,133.1871,-3785.866,3788.2081,1255.2449,3574.1965
107.0,35.8876,109.8565,-441.4616,-176.0548,475.2722,177.1612,-3771.7639,3775.9223,1232.6143,3569.0687
107.5,35.5024,109.7015,-441.288,-179.34,476.338,220.8283,-3757.2384,3763.7223,1210.0111,3563.9134
108.0,35.1174,109.5435,-441.0763,-182.6123,477.3841,264.1859,-3742.2903,3751.6038,1187.4342,3558.7261
108.5,34.7326,109.3828,-440.827,-185.8714,478.4105,307.2315,-3726.9206,3739.5626,1164.8826,3553.502
109.0,34.3481,109.2191,-440.5402,-189.1169,479.4172,349.9627,-3711.1301,3727.5945,1142.3553,3548.2369
109.5,33.9638,109.0527,-440.2163,-192.3484,480.4043,392.377,-3694.92,3715.6956,1119.8512,3542.9263
110.0,33.5797,108.8834,-439.8554,-195.5656,481.3717,434.472,-3678.2914,3703.862,1097.3692,3537.5661
110.5,33.1961,108.7114,-439.458,-198.7681,482.3196,476.2451,-3661.2455,3692.0899,1074.9082,3532.1524
111.0,32.8128,108.5365,-439.0243,-201.9556,483.2478,517.6938,-3643.7836,3680.3758,1052.4668,3526.6811
111.5,32.4298,108.3589,-438.5546,-205.1276,484.1565,558.8158,-3625.9071,3668.716,1030.044,3521.1485
112.0,32.0473,108.1785,-438.0491,-208.2839,485.0456,599.6085,-3607.6173,3657.1072,1007.6384,3515.5509
112.5,31.6653,107.9954,-437.5082,-211.424,485.9151,640.0693,-3588.9159,3645.5461,985.2488,3509.8847
113.0,31.2838,107.8095,-436.9321,-214.5476,486.7652,680.1959,-3569.8044,3634.0294,962.874,3504.1466
113.5,30.9027,107.6209,-436.3211,-217.6543,487.5957,719.9858,-3550.2844,3622.5542,940.5125,3498.3332
114.0,30.5222,107.4296,-435.6756,-220.7439,488.4067,759.4364,-3530.3577,3611.1174,918.1631,3492.4412
114.5,30.1423,107.2357,-434.9957,-223.8159,489.1982,798.5453,-3510.0262,3599.7164,895.8245,3486.4677
115.0,29.763,107.039,-434.2819,-226.8699,489.9702,837.3101,-3489.2917,3588.3484,873.4954,3480.4095
115.5,29.3844,106.8397,-433.5345,-229.9057,490.7227,875.7282,-3468.1562,3577.0109,851.1743,3474.2639
116.0,29.0064,106.6377,-432.7536,-232.9229,491.4558,913.7972,-3446.6218,3565.7015,828.86,3468.028
116.5,28.6291,106.4332,-431.9397,-235.9211,492.1693,951.5147,-3424.6906,3554.4178,806.5512,3461.6992
117.0,28.2525,106.226,-431.093,-238.9,492.8635,988.8782,-3402.3649,3543.1578,784.2464,3455.2749
117.5,27.8767,106.0162,-430.2139,-241.8592,493.5381,1025.8854,-3379.6469,3531.9193,761.9445,3448.7526
118.0,27.5017,105.8039,-429.3026,-244.7985,494.1933,1062.5338,-3356.5391,3520.7006,739.644,3442.1301
118.5,27.1274,105.589,-428.3595,-247.7174,494.829,1098.821,-3333.044,3509.4999,717.3437,3435.405
119.0,26.7541,105.3715,-427.3849,-250.6156,495.4453,1134.7447,-3309.164,3498.3156,695.0423,3428.5752
119.5,26.3815,105.1516,-426.3791,-253.4928,496.0421,1170.3024,-3284.9019,3487.1462,672.7385,3421.6387
120.0,26.0099,104.9291,-425.3424,-256.3487,496.6194,1205.492,-3260.2604,3475.9903,650.431,3414.5934
120.5,25.6392,104.7042,-424.2752,-259.183,497.1773,1240.3111,-3235.2423,3464.8469,628.1187,3407.4376
121.0,25.2694,104.4768,-423.1778,-261.9952,497.7157,1274.7574,-3209.8505,3453.7149,605.8004,3400.1695
121.5,24.9006,104.2469,-422.0505,-264.7851,498.2346,1308.8286,-3184.0881,3442.5934,583.4748,3392.7874
122.0,24.5328,104.0146,-420.8936,-267.5524,498.7341,1342.5225,-3157.9581,3431.4816,561.1408,3385.2898
122.5,24.166,103.7799,-419.7074,-270.2967,499.214,1375.837,-3131.4637,3420.379,538.7973,3377.6752
123.0,23.8003,103.5429,-418.4924,-273.0177,499.6744,1408.7698,-3104.6082,3409.2851,516.4432,3369.9423
123.5,23.4356,103.3034,-417.2488,-275.7151,500.1154,1441.3189,-3077.395,3398.1996,494.0775,3362.0898
124.0,23.072,103.0617,-415.9769,-278.3887,500.5368,1473.4822,-3049.8275,3387.1223,471.6992,3354.1165
124.5,22.7096,102.8176,-414.6772,-281.038,500.9386,1505.2575,-3021.9094,3376.0534,449.3072,3346.0215
125.0,22.3483,102.5712,-413.3499,-283.6628,501.321,1536.6429,-2993.6443,3364.9929,426.9008,3337.8036
125.5,21.9882,102.3225,-411.9954,-286.2628,501.6837,1567.6365,-2965.0359,3353.9412,404.4788,3329.4622
126.0,21.6292,102.0716,-410.614,-288.8376,502.0269,1598.2362,-2936.0881,3342.8988,382.0407,3320.9964
126.5,21.2715,101.8184,-409.206,-291.3871,502.3505,1628.4402,-2906.8049,3331.8661,359.5855,3312.4055
127.0,20.9151,101.563,-407.7719,-293.9109,502.6545,1658.2467,-2877.1903,3320.8442,337.1125,3303.6891
127.5,20.5598,101.3054,-406.312,-296.4087,502.9389,1687.6539,-2847.2485,3309.8338,314.6211,3294.8465
128.0,20.2059,101.0457,-404.8265,-298.8802,503.2036,1716.6602,-2816.9839,3298.8362,292.1106,3285.8776
128.5,19.8533,100.7838,-403.3159,-301.3251,503.4487,1745.2637,-2786.4007,3287.8525,269.5804,3276.782
129.0,19.502,100.5198,-401.7806,-303.7433,503.6741,1773.4629,-2755.5034,3276.8841,247.0301,3267.5596
129.5,19.1521,100.2537,-400.2208,-306.1343,503.8798,1801.2563,-2724.2967,3265.9327,224.4593,3258.2103
130.0,18.8035,99.9855,-398.6369,-308.498,504.0659,1828.6424,-2692.7852,3255.0,201.8674,3248.7343
130.5,18.4563,99.7152,-397.0293,-310.834,504.2321,1855.6197,-2660.9737,3244.0878,179.2542,3239.1316
131.0,18.1106,99.443,-395.3984,-313.1422,504.3787,1882.1869,-2628.8672,3233.1982,156.6196,3229.4025
131.5,17.7662,99.1687,-393.7444,-315.4222,504.5055,1908.3428,-2596.4707,3222.3333,133.9632,3219.5475
132.0,17.4233,98.8925,-392.0678,-317.6738,504.6125,1934.0861,-2563.7893,3211.4957,111.2849,3209.567
132.5,17.0819,98.6143,-390.3689,-319.8967,504.6997,1959.4157,-2530.8282,3200.6876,88.5849,3199.4615
133.0,16.742,98.3342,-388.6481,-322.0908,504.7671,1984.3306,-2497.5929,3189.9119,65.863,3189.2319
133.5,16.4036,98.0521,-386.9057,-324.2558,504.8147,2008.8298,-2464.0887,3179.1713,43.1195,3178.8789
134.0,16.0668,97.7682,-385.1421,-326.3914,504.8424,2032.9123,-2430.3213,3168.4688,20.3544,3168.4034
134.5,15.7314,97.4825,-383.3577,-328.4974,504.8502,2056.5775,-2396.2964,3157.8074,-2.4317,3157.8065
135.0,15.3977,97.1949,-381.5529,-330.5737,504.8381,2079.8246,-2362.0198,3147.1905,-25.2388,3147.0893
135.5,15.0655,96.9055,-379.7279,-332.6199,504.8061,2102.653,-2327.4974,3136.6214,-48.0661,3136.2531
136.0,14.7349,96.6144,-377.8832,-334.6358,504.7542,2125.0621,-2292.7352,3126.1037,-70.9134,3125.2992
136.5,14.406,96.3215,-376.0191,-336.6214,504.6824,2147.0517,-2257.7395,3115.6409,-93.7798,3114.2292
137.0,14.0787,96.0269,-374.136,-338.5763,504.5905,2168.6212,-2222.5164,3105.2371,-116.6646,3103.0447
137.5,13.753,95.7306,-372.2342,-340.5003,504.4787,2189.7706,-2187.0724,3094.8959,-139.5672,3091.7474
138.0,13.429,95.4326,-370.3142,-342.3934,504.3469,2210.4996,-2151.414,3084.6216,-162.4865,3080.339
138.5,13.1067,95.133,-368.3763,-344.2552,504.1951,2230.8083,-2115.5477,3074.4183,-185.4216,3068.8217
139.0,12.7861,94.8318,-366.4208,-346.0856,504.0233,2250.6969,-2079.4803,3064.2902,-208.3713,3057.1974
139.5,12.4672,94.529,-364.4482,-347.8845,503.8315,2270.1654,-2043.2186,3054.2419,-231.3346,3045.4684
140.0,12.15,94.2246,-362.4588,-349.6517,503.6196,2289.2143,-2006.7696,3044.2777,-254.31,3033.6369
140.5,11.8346,93.9187,-360.4529,-351.3869,503.3876,2307.844,-1970.1404,3034.4023,-277.2963,3021.7055
141.0,11.5209,93.6113,-358.4309,-353.0902,503.1356,2326.0551,-1933.338,3024.6203,-300.2918,3009.6765
141.5,11.209,93.3025,-356.3933,-354.7612,502.8635,2343.8482,-1896.3698,3014.9367,-323.2952,2997.5529
142.0,10.8989,92.9922,-354.3403,-356.3999,502.5713,2361.2242,-1859.2433,3005.3561,-346.3046,2985.3372
142.5,10.5905,92.6804,-352.2723,-358.0061,502.2591,2378.184,-1821.9657,2995.8836,-369.3182,2973.0325
143.0,10.284,92.3673,-350.1897,-359.5798,501.9267,2394.7288,-1784.5448,2986.5241,-392.3343,2960.6418
143.5,9.9793,92.0529,-348.0928,-361.1207,501.5743,2410.8596,-1746.9883,2977.2827,-415.3507,2948.1682
144.0,9.6765,91.7371,-345.9821,-362.6288,501.2018,2426.5779,-1709.3039,2968.1645,-438.3655,2935.6151
144.5,9.3755,91.42,-343.8578,-364.104,500.8092,2441.8851,-1671.4996,2959.1745,-461.3763,2922.9857
145.0,9.0764,91.1016,-341.7203,-365.5461,500.3966,2456.7829,-1633.5832,2950.318,-484.381,2910.2837
145.5,8.7791,90.782,-339.57,-366.9551,499.9638,2471.2729,-1595.563,2941.6001,-507.377,2897.5127
146.0,8.4837,90.4611,-337.4072,-368.3309,499.511,2485.3572,-1557.4471,2933.026,-530.3619,2884.6764
146.5,8.1902,90.1391,-335.2323,-369.6733,499.0382,2499.0376,-1519.2437,2924.6009,-553.3332,2871.7787
147.0,7.8986,89.816,-333.0457,-370.9824,498.5453,2512.3165,-1480.9612,2916.3299,-576.2879,2858.8236
147.5,7.6089,89.4917,-330.8476,-372.2581,498.0324,2525.196,-1442.608,2908.2182,-599.2235,2845.8152
148.0,7.3212,89.1663,-328.6385,-373.5002,497.4994,2537.6788,-1404.1926,2900.2708,-622.1369,2832.7577
148.5,7.0354,88.8398,-326.4187,-374.7088,496.9465,2549.7674,-1365.7235,2892.4928,-645.0251,2819.6555
149.0,6.7515,88.5123,-324.1884,-375.8839,496.3737,2561.4645,-1327.2095,2884.8892,-667.8851,2806.5129
149.5,6.4695,88.1838,-321.9482,-377.0252,495.7809,2572.7731,-1288.6591,2877.4648,-690.7136,2793.3347
150.0,6.1896,87.8542,-319.6982,-378.133,495.1682,2583.6963,-1250.0813,2870.2247,-713.5074,2780.1253
150.5,5.9116,87.5238,-317.4389,-379.207,494.5356,2594.2372,-1211.4847,2863.1734,-736.263,2766.8897
151.0,5.6355,87.1924,-315.1705,-380.2474,493.8831,2604.3992,-1172.8782,2856.3156,-758.9771,2753.6326
151.5,5.3615,86.8601,-312.8935,-381.2541,493.2109,2614.1859,-1134.2708,2849.6558,-781.6459,2740.3591
152.0,5.0894,86.527,-310.608,-382.2271,492.5189,2623.6008,-1095.6714,2843.1984,-804.2659,2727.0742
152.5,4.8194,86.193,-308.3145,-383.1664,491.8072,2632.6478,-1057.089,2836.9476,-826.8333,2713.7831
153.0,4.5513,85.8583,-306.0133,-384.0721,491.0759,2641.3309,-1018.5325,2830.9075,-849.3443,2700.491
153.5,4.2853,85.5227,-303.7046,-384.9441,490.3249,2649.6541,-980.011,2825.0821,-871.7951,2687.2034
154.0,4.0213,85.1864,-301.3889,-385.7825,489.5543,2657.6218,-941.5336,2819.4749,-894.1816,2673.9256
154.5,3.7593,84.8494,-299.0663,-386.5874,488.7642,2665.2382,-903.1093,2814.0897,-916.4998,2660.6633
155.0,3.4993,84.5117,-296.7373,-387.3588,487.9547,2672.5079,-864.747,2808.9297,-938.7456,2647.4219
155.5,3.2414,84.1734,-294.402,-388.0967,487.1258,2679.4357,-826.456,2803.998,-960.9148,2634.2072
156.0,2.9855,83.8344,-292.0609,-388.8012,486.2776,2686.0262,-788.2451,2799.2976,-983.0032,2621.025
156.5,2.7316,83.4948,-289.7141,-389.4725,485.4102,2692.2846,-750.1234,2794.8312,-1005.0065,2607.881
157.0,2.4798,83.1546,-287.362,-390.1105,484.5236,2698.2159,-712.0999,2790.6012,-1026.9204,2594.7812
157.5,2.2301,82.8139,-285.0049,-390.7153,483.6179,2703.8252,-674.1835,2786.6098,-1048.7405,2581.7315
158.0,1.9824,82.4727,-282.6431,-391.2872,482.6932,2709.1181,-636.3831,2782.859,-1070.4623,2568.738
158.5,1.7368,82.131,-280.2767,-391.8261,481.7496,2714.0999,-598.7075,2779.3504,-1092.0813,2555.8065
159.0,1.4932,81.7888,-277.9062,-392.3322,480.7872,2718.7762,-561.1656,2776.0855,-1113.5931,2542.9434
159.5,1.2517,81.4463,-275.5316,-392.8055,479.8061,2723.1528,-523.7659,2773.0655,-1134.9932,2530.1547
160.0,1.0123,81.1033,-273.1534,-393.2463,478.8063,2727.2356,-486.5173,2770.2911,-1156.2768,2517.4465
160.5,0.775,80.7599,-270.7718,-393.6547,477.788,2731.0304,-449.4281,2767.7631,-1177.4396,2504.8251
161.0,0.5398,80.4162,-268.387,-394.0308,476.7513,2734.5434,-412.5069,2765.4818,-1198.4768,2492.2967
161.5,0.3066,80.0722,-265.9992,-394.3747,475.6963,2737.7807,-375.762,2763.4471,-1219.3839,2479.8676
162.0,0.0755,79.7279,-263.6087,-394.6867,474.6231,2740.7485,-339.2017,2761.659,-1240.1562,2467.5439
162.5,-0.1535,79.3834,-261.2158,-394.9668,473.5319,2743.4534,-302.834,2760.1168,-1260.7892,2455.332
163.0,-0.3804,79.0386,-258.8206,-395.2153,472.4227,2745.9015,-266.6669,2758.8198,-1281.2783,2443.2381
163.5,-0.6052,78.6936,-256.4233,-395.4323,471.2957,2748.0996,-230.7084,2757.7669,-1301.6189,2431.2685
164.0,-0.828,78.3484,-254.0243,-395.618,470.151,2750.0543,-194.966,2756.9567,-1321.8063,2419.4293
164.5,-1.0486,78.0031,-251.6237,-395.7726,468.9887,2751.7721,-159.4474,2756.3877,-1341.8362,2407.7269
165.0,-1.2671,77.6577,-249.2216,-395.8964,467.8091,2753.2598,-124.1599,2756.058,-1361.7039,2396.1674
165.5,-1.4836,77.3122,-246.8184,-395.9894,466.6122,2754.5243,-89.1107,2755.9654,-1381.405,2384.7569
166.0,-1.6979,76.9666,-244.4141,-396.052,465.3981,2755.5725,-54.3068,2756.1075,-1400.935,2373.5016
166.5,-1.9101,76.6209,-242.0091,-396.0843,464.1671,2756.4111,-19.7551,2756.4818,-1420.2897,2362.4076
167.0,-2.1203,76.2753,-239.6033,-396.0865,462.9193,2757.0471,14.5378,2757.0854,-1439.4646,2351.4808
167.5,-2.3283,75.9296,-237.1972,-396.059,461.6548,2757.4876,48.5655,2757.9152,-1458.4554,2340.7272
168.0,-2.5343,75.584,-234.7907,-396.0018,460.3739,2757.7395,82.3217,2758.9679,-1477.2581,2330.1528
168.5,-2.7381,75.2385,-232.3841,-395.9154,459.0766,2757.8098,115.8004,2760.2399,-1495.8684,2319.7634
169.0,-2.9399,74.893,-229.9774,-395.7998,457.7632,2757.7056,148.996,2761.7277,-1514.2823,2309.5646
169.5,-3.1395,74.5477,-227.571,-395.6554,456.4337,2757.4339,181.9028,2763.4272,-1532.4959,2299.5623
170.0,-3.337,74.2025,-225.1649,-395.4824,455.0885,2757.0017,214.5156,2765.3346,-1550.5051,2289.7618
170.5,-3.5325,73.8575,-222.7592,-395.2811,453.7276,2756.416,246.8294,2767.4454,-1568.3063,2280.1687
171.0,-3.7258,73.5126,-220.354,-395.0517,452.3514,2755.684,278.8393,2769.7555,-1585.8957,2270.7885
171.5,-3.9171,73.168,-217.9496,-394.7945,450.9598,2754.8124,310.5409,2772.2603,-1603.2697,2261.6262
172.0,-4.1062,72.8236,-215.546,-394.5098,449.5532,2753.8083,341.93,2774.9552,-1620.4249,2252.6872
172.5,-4.2933,72.4794,-213.1434,-394.1978,448.1317,2752.6786,373.0024,2777.8356,-1637.3578,2243.9764
173.0,-4.4782,72.1356,-210.7417,-393.8589,446.6955,2751.4302,403.7546,2780.8966,-1654.0652,2235.4986
173.5,-4.6611,71.792,-208.3412,-393.4932,445.2449,2750.0697,434.1832,2784.1333,-1670.5439,2227.2588
174.0,-4.8419,71.4488,-205.942,-393.1012,443.7799,2748.604,464.2849,2787.541,-1686.7908,2219.2614
174.5,-5.0205,71.1059,-203.5441,-392.683,442.3009,2747.0398,494.0571,2791.1145,-1702.8031,2211.5111
175.0,-5.1971,70.7635,-201.1475,-392.239,440.8081,2745.3836,523.497,2794.8488,-1718.578,2204.0121
175.5,-5.3716,70.4214,-198.7525,-391.7694,439.3015,2743.6419,552.6026,2798.739,-1734.1129,2196.7687
176.0,-5.544,70.0797,-196.359,-391.2746,437.7815,2741.8211,581.3718,2802.7801,-1749.4051,2189.7849
176.5,-5.7143,69.7385,-193.9671,-390.7548,436.2483,2739.9276,609.803,2806.9668,-1764.4523,2183.0645
177.0,-5.8825,69.3977,-191.5769,-390.2104,434.7021,2737.9675,637.8949,2811.2943,-1779.2523,2176.6114
177.5,-6.0487,69.0574,-189.1885,-389.6416,433.143,2735.947,665.6464,2815.7576,-1793.8029,2170.429
178.0,-6.2127,68.7177,-186.8018,-389.0487,431.5713,2733.872,693.0568,2820.3517,-1808.1022,2164.5208
178.5,-6.3747,68.3784,-184.417,-388.4321,429.9873,2731.7484,720.1256,2825.0717,-1822.1484,2158.8899
179.0,-6.5346,68.0397,-182.034,-387.792,428.3912,2729.582,746.8528,2829.9129,-1835.9396,2153.5395
179.5,-6.6924,67.7016,-179.653,-387.1287,426.7831,2727.3782,773.2385,2834.8703,-1849.4745,2148.4724
180.0,-6.8482,67.3641,-177.2739,-386.4425,425.1633,2725.1426,799.2832,2839.9394,-1862.7515,2143.6913
180.5,-7.0018,67.0271,-174.8967,-385.7338,423.532,2722.8804,824.9877,2845.1155,-1875.7694,2139.1988
181.0,-7.1534,66.6908,-172.5216,-385.0027,421.8895,2720.5968,850.353,2850.3942,-1888.527,2134.9971
181.5,-7.3029,66.3552,-170.1484,-384.2497,420.236,2718.2968,875.3805,2855.7711,-1901.0235,2131.0886
182.0,-7.4504,66.0202,-167.7772,-383.475,418.5717,2715.9852,900.0719,2861.2419,-1913.2578,2127.475
182.5,-7.5958,65.6859,-165.4081,-382.6789,416.8968,2713.6668,924.4291,2866.8025,-1925.2292,2124.1584
183.0,-7.7391,65.3523,-163.041,-381.8617,415.2116,2711.3459,948.4544,2872.4488,-1936.9373,2121.1403
183.5,-7.8803,65.0194,-160.6759,-381.0236,413.5163,2709.0269,972.1501,2878.177,-1948.3815,2118.4221
184.0,-8.0195,64.6873,-158.3128,-380.165,411.8111,2706.714,995.5192,2883.9832,-1959.5614,2116.0053
184.5,-8.1566,64.3559,-155.9518,-379.2862,410.0963,2704.4111,1018.5647,2889.8639,-1970.4769,2113.8908
185.0,-8.2917,64.0253,-153.5928,-378.3874,408.3721,2702.1221,1041.2898,2895.8157,-1981.1279,2112.0797
185.5,-8.4247,63.6955,-151.2357,-377.4689,406.6387,2699.8505,1063.6982,2901.835,-1991.5144,2110.5727
186.0,-8.5556,63.3665,-148.8806,-376.531,404.8963,2697.5998,1085.7935,2907.9189,-2001.6365,2109.3704
186.5,-8.6845,63.0384,-146.5275,-375.5739,403.1452,2695.3731,1107.58,2914.0641,-2011.4945,2108.4733
187.0,-8.8114,62.711,-144.1763,-374.598,401.3857,2693.1737,1129.0618,2920.268,-2021.0888,2107.8816
187.5,-8.9362,62.3846,-141.827,-373.6034,399.6178,2691.0042,1150.2435,2926.5276,-2030.4198,2107.5956
188.0,-9.0589,62.059,-139.4796,-372.5905,397.842,2688.8675,1171.1297,2932.8404,-2039.488,2107.6151
188.5,-9.1796,61.7343,-137.134,-371.5595,396.0583,2686.7659,1191.7255,2939.204,-2048.2941,2107.9401
189.0,-9.2983,61.4105,-134.7903,-370.5106,394.2671,2684.7017,1212.0359,2945.6161,-2056.8389,2108.5702
189.5,-9.4149,61.0876,-132.4483,-369.4442,392.4686,2682.6772,1232.0663,2952.0745,-2065.123,2109.5049
190.0,-9.5294,60.7657,-130.1081,-368.3604,390.6629,2680.6941,1251.8221,2958.5773,-2073.1475,2110.7437
190.5,-9.6419,60.4447,-127.7696,-367.2594,388.8503,2678.7543,1271.3091,2965.1225,-2080.9131,2112.2859
191.0,-9.7524,60.1247,-125.4328,-366.1416,387.0311,2676.8592,1290.5332,2971.7084,-2088.421,2114.1307
191.5,-9.8609,59.8057,-123.0976,-365.0071,385.2054,2675.0102,1309.5002,2978.3335,-2095.6722,2116.277
192.0,-9.9673,59.4877,-120.764,-363.8562,383.3735,2673.2086,1328.2164,2984.9963,-2102.6678,2118.7239
192.5,-10.0716,59.1706,-118.432,-362.689,381.5356,2671.4552,1346.688,2991.6954,-2109.4089,2121.4702
193.0,-10.174,58.8547,-116.1014,-361.5058,379.692,2669.751,1364.9214,2998.4297,-2115.8966,2124.5146
193.5,-10.2743,58.5397,-113.7724,-360.3068,377.8428,2668.0965,1382.9232,3005.1981,-2122.1323,2127.8558
194.0,-10.3725,58.2258,-111.4447,-359.0922,375.9882,2666.4923,1400.7,3011.9996,-2128.1171,2131.4923
194.5,-10.4688,57.913,-109.1184,-357.8622,374.1286,2664.9386,1418.2585,3018.8334,-2133.8522,2135.4226
195.0,-10.563,57.6012,-106.7935,-356.617,372.264,2663.4356,1435.6055,3025.6987,-2139.3389,2139.6452
195.5,-10.6552,57.2906,-104.4699,-355.3567,370.3948,2661.9833,1452.748,3032.5949,-2144.5784,2144.1584
196.0,-10.7453,56.981,-102.1475,-354.0815,368.5211,2660.5814,1469.6928,3039.5214,-2149.572,2148.9604
196.5,-10.8335,56.6726,-99.8263,-352.7916,366.6432,2659.2297,1486.4469,3046.4778,-2154.3208,2154.0495
197.0,-10.9196,56.3653,-97.5062,-351.4872,364.7612,2657.9277,1503.0176,3053.4638,-2158.826,2159.4239
197.5,-11.0036,56.0591,-95.1873,-350.1684,362.8754,2656.6747,1519.4117,3060.4791,-2163.0887,2165.0818
198.0,-11.0857,55.7541,-92.8694,-348.8354,360.9859,2655.4699,1535.6365,3067.5234,-2167.1102,2171.0213
198.5,-11.1657,55.4503,-90.5526,-347.4883,359.0931,2654.3125,1551.6991,3074.5967,-2170.8913,2177.2404
199.0,-11.2437,55.1476,-88.2368,-346.1272,357.1971,2653.2014,1567.6067,3081.699,-2174.4332,2183.7373
199.5,-11.3197,54.8462,-85.9219,-344.7523,355.2981,2652.1355,1583.3664,3088.8302,-2177.7368,2190.51
200.0,-11.3937,54.5459,-83.6079,-343.3637,353.3963,2651.1134,1598.9854,3095.9904,-2180.8029,2197.5567
200.5,-11.4657,54.2469,-81.2948,-341.9616,351.4919,2650.1338,1614.4709,3103.1798,-2183.6323,2204.8753
201.0,-11.5356,53.9491,-78.9825,-340.546,349.5852,2649.1951,1629.8298,3110.3987,-2186.2257,2212.464
201.5,-11.6035,53.6526,-76.6711,-339.117,347.6763,2648.2957,1645.0694,3117.6471,-2188.5838,2220.3208
202.0,-11.6694,53.3572,-74.3604,-337.6748,345.7655,2647.4339,1660.1967,3124.9255,-2190.7069,2228.444
202.5,-11.7333,53.0632,-72.0504,-336.2195,343.8529,2646.6079,1675.2186,3132.2342,-2192.5957,2236.8315
203.0,-11.7952,52.7704,-69.7412,-334.7511,341.9387,2645.8158,1690.1421,3139.5735,-2194.2502,2245.4817
203.5,-11.855,52.479,-67.4326,-333.2697,340.0233,2645.0556,1704.9742,3146.9439,-2195.6707,2254.3926
204.0,-11.9128,52.1888,-65.1247,-331.7753,338.1066,2644.3251,1719.7216,3154.3458,-2196.8572,2263.5627
204.5,-11.9687,51.8999,-62.8174,-330.2682,336.1891,2643.6223,1734.391,3161.7797,-2197.8095,2272.9902
205.0,-12.0225,51.6124,-60.5107,-328.7483,334.2708,2642.9449,1748.9892,3169.2461,-2198.5274,2282.6734
205.5,-12.0743,51.3261,-58.2045,-327.2157,332.352,2642.2906,1763.5227,3176.7455,-2199.0106,2292.6109
206.0,-12.1241,51.0413,-55.899,-325.6704,330.4329,2641.6572,1777.9981,3184.2785,-2199.2583,2302.801
206.5,-12.1718,50.7577,-53.594,-324.1125,328.5136,2641.0421,1792.4216,3191.8456,-2199.2699,2313.2424
207.0,-12.2176,50.4756,-51.2895,-322.542,326.5945,2640.443,1806.7997,3199.4475,-2199.0444,2323.9337
207.5,-12.2614,50.1948,-48.9855,-320.959,324.6757,2639.8573,1821.1384,3207.0846,-2198.5807,2334.8736
208.0,-12.3031,49.9154,-46.6821,-319.3635,322.7573,2639.2826,1835.4439,3214.7577,-2197.8775,2346.0608
208.5,-12.3428,49.6374,-44.3791,-317.7556,320.8397,2638.7162,1849.7222,3222.4673,-2196.9333,2357.4943
209.0,-12.3806,49.3608,-42.0766,-316.1352,318.923,2638.1556,1863.9791,3230.2141,-2195.7464,2369.173
209.5,-12.4163,49.0856,-39.7747,-314.5023,317.0075,2637.5982,1878.2203,3237.9987,-2194.3149,2381.0959
210.0,-12.45,48.8119,-37.4732,-312.8571,315.0933,2637.0413,1892.4514,3245.8218,-2192.6366,2393.2622
210.5,-12.4817,48.5396,-35.1722,-311.1994,313.1807,2636.4822,1906.6779,3253.6839,-2190.7091,2405.671
211.0,-12.5114,48.2688,-32.8716,-309.5293,311.2698,2635.9184,1920.9052,3261.5859,-2188.5298,2418.3217
211.5,-12.5391,47.9994,-30.5716,-307.8468,309.361,2635.347,1935.1384,3269.5282,-2186.0959,2431.2136
212.0,-12.5647,47.7315,-28.2721,-306.1518,307.4545,2634.7656,1949.3827,3277.5117,-2183.4043,2444.3462
