step,crank_angle_deg,coupler_x,coupler_y,pivot_a_x,pivot_a_y,pivot_b_x,pivot_b_y
364,182.0,-196.9014,-88.4942,-99.9391,-3.4899,-154.499,-61.9982
365,182.5,-196.1216,-90.2091,-99.9048,-4.3619,-153.952,-63.3441
366,183.0,-195.3269,-91.9171,-99.863,-5.2336,-153.3934,-64.6852
367,183.5,-194.5174,-93.6182,-99.8135,-6.1049,-152.8231,-66.0213
368,184.0,-193.693,-95.3121,-99.7564,-6.9756,-152.2411,-67.3524
369,184.5,-192.8539,-96.9987,-99.6917,-7.8459,-151.6476,-68.6784
370,185.0,-192.0001,-98.678,-99.6195,-8.7156,-151.0425,-69.9991
371,185.5,-191.1317,-100.3497,-99.5396,-9.5846,-150.4259,-71.3145
372,186.0,-190.2487,-102.0138,-99.4522,-10.4528,-149.7978,-72.6245
373,186.5,-189.3512,-103.6701,-99.3572,-11.3203,-149.1584,-73.929
374,187.0,-188.4393,-105.3185,-99.2546,-12.1869,-148.5075,-75.2278
375,187.5,-187.5131,-106.959,-99.1445,-13.0526,-147.8454,-76.5209
376,188.0,-186.5725,-108.5912,-99.0268,-13.9173,-147.172,-77.8082
377,188.5,-185.6178,-110.2152,-98.9016,-14.7809,-146.4874,-79.0895
378,189.0,-184.649,-111.8308,-98.7688,-15.6434,-145.7917,-80.3648
379,189.5,-183.666,-113.4379,-98.6286,-16.5048,-145.0848,-81.634
380,190.0,-182.6691,-115.0364,-98.4808,-17.3648,-144.3669,-82.897
381,190.5,-181.6583,-116.6261,-98.3255,-18.2236,-143.638,-84.1536
382,191.0,-180.6336,-118.2069,-98.1627,-19.0809,-142.8982,-85.4039
383,191.5,-179.5952,-119.7787,-97.9925,-19.9368,-142.1474,-86.6477
384,192.0,-178.5431,-121.3413,-97.8148,-20.7912,-141.3859,-87.8848
385,192.5,-177.4774,-122.8948,-97.6296,-21.644,-140.6136,-89.1153
386,193.0,-176.3982,-124.4389,-97.437,-22.4951,-139.8305,-90.339
387,193.5,-175.3056,-125.9735,-97.237,-23.3445,-139.0369,-91.5557
388,194.0,-174.1996,-127.4985,-97.0296,-24.1922,-138.2326,-92.7656
389,194.5,-173.0804,-129.0138,-96.8148,-25.038,-137.4178,-93.9683
390,195.0,-171.9479,-130.5193,-96.5926,-25.8819,-136.5926,-95.1639
391,195.5,-170.8024,-132.0148,-96.363,-26.7238,-135.7569,-96.3523
392,196.0,-169.6439,-133.5003,-96.1262,-27.5637,-134.9109,-97.5333
393,196.5,-168.4724,-134.9756,-95.882,-28.4015,-134.0547,-98.7069
394,197.0,-167.2881,-136.4407,-95.6305,-29.2372,-133.1882,-99.873
395,197.5,-166.0911,-137.8953,-95.3717,-30.0706,-132.3116,-101.0314
396,198.0,-164.8814,-139.3395,-95.1057,-30.9017,-131.4249,-102.1822
397,198.5,-163.6592,-140.773,-94.8324,-31.7305,-130.5282,-103.3252
398,199.0,-162.4245,-142.1958,-94.5519,-32.5568,-129.6215,-104.4603
399,199.5,-161.1774,-143.6078,-94.2641,-33.3807,-128.705,-105.5875
400,200.0,-159.9181,-145.0089,-93.9693,-34.202,-127.7787,-106.7066
401,200.5,-158.6466,-146.3989,-93.6672,-35.0207,-126.8427,-107.8176
402,201.0,-157.363,-147.7777,-93.358,-35.8368,-125.897,-108.9204
403,201.5,-156.0674,-149.1453,-93.0418,-36.6501,-124.9417,-110.0149
404,202.0,-154.7599,-150.5016,-92.7184,-37.4607,-123.9769,-111.101
405,202.5,-153.4407,-151.8464,-92.388,-38.2683,-123.0026,-112.1787
406,203.0,-152.1098,-153.1796,-92.0505,-39.0731,-122.019,-113.2478
407,203.5,-150.7672,-154.5012,-91.706,-39.8749,-121.0261,-114.3083
408,204.0,-149.4132,-155.8109,-91.3545,-40.6737,-120.024,-115.3601
409,204.5,-148.0479,-157.1089,-90.9961,-41.4693,-119.0127,-116.4031
410,205.0,-146.6712,-158.3948,-90.6308,-42.2618,-117.9924,-117.4372
411,205.5,-145.2834,-159.6687,-90.2585,-43.0511,-116.9631,-118.4624
412,206.0,-143.8845,-160.9305,-89.8794,-43.8371,-115.9249,-119.4786
413,206.5,-142.4747,-162.18,-89.4934,-44.6198,-114.8778,-120.4857
414,207.0,-141.054,-163.4171,-89.1007,-45.399,-113.822,-121.4836
415,207.5,-139.6225,-164.6418,-88.7011,-46.1749,-112.7575,-122.4722
416,208.0,-138.1805,-165.8539,-88.2948,-46.9472,-111.6845,-123.4515
417,208.5,-136.7279,-167.0535,-87.8817,-47.7159,-110.6029,-124.4215
418,209.0,-135.2649,-168.2403,-87.462,-48.481,-109.513,-125.3819
419,209.5,-133.7916,-169.4143,-87.0356,-49.2424,-108.4146,-126.3328
420,210.0,-132.3081,-170.5753,-86.6025,-50.0,-107.3081,-127.2741
421,210.5,-130.8145,-171.7234,-86.1629,-50.7538,-106.1933,-128.2056
422,211.0,-129.311,-172.8585,-85.7167,-51.5038,-105.0705,-129.1275
423,211.5,-127.7976,-173.9803,-85.264,-52.2499,-103.9396,-130.0395
424,212.0,-126.2745,-175.0889,-84.8048,-52.9919,-102.8009,-130.9415
425,212.5,-124.7417,-176.1842,-84.3391,-53.73,-101.6543,-131.8336
426,213.0,-123.1995,-177.266,-83.8671,-54.4639,-100.5,-132.7157
427,213.5,-121.6479,-178.3344,-83.3886,-55.1937,-99.338,-133.5877
428,214.0,-120.087,-179.3892,-82.9038,-55.9193,-98.1685,-134.4495
429,214.5,-118.517,-180.4303,-82.4126,-56.6406,-96.9915,-135.301
430,215.0,-116.938,-181.4577,-81.9152,-57.3576,-95.8071,-136.1423
431,215.5,-115.35,-182.4712,-81.4116,-58.0703,-94.6154,-136.9731
432,216.0,-113.7533,-183.4709,-80.9017,-58.7785,-93.4165,-137.7936
433,216.5,-112.1479,-184.4566,-80.3857,-59.4823,-92.2104,-138.6035
434,217.0,-110.534,-185.4282,-79.8636,-60.1815,-90.9974,-139.4029
435,217.5,-108.9116,-186.3857,-79.3353,-60.8761,-89.7774,-140.1917
436,218.0,-107.281,-187.329,-78.8011,-61.5661,-88.5506,-140.9698
437,218.5,-105.6421,-188.2581,-78.2608,-62.2515,-87.3171,-141.7372
438,219.0,-103.9953,-189.1728,-77.7146,-62.932,-86.0769,-142.4938
439,219.5,-102.3405,-190.0731,-77.1625,-63.6078,-84.8301,-143.2395
440,220.0,-100.6779,-190.959,-76.6044,-64.2788,-83.5769,-143.9743
441,220.5,-99.0077,-191.8303,-76.0406,-64.9448,-82.3173,-144.6982
442,221.0,-97.3299,-192.687,-75.471,-65.6059,-81.0515,-145.411
443,221.5,-95.6447,-193.529,-74.8956,-66.262,-79.7795,-146.1128
444,222.0,-93.9522,-194.3562,-74.3145,-66.9131,-78.5014,-146.8034
445,222.5,-92.2526,-195.1687,-73.7277,-67.559,-77.2173,-147.4829
446,223.0,-90.5459,-195.9663,-73.1354,-68.1998,-75.9273,-148.1511
447,223.5,-88.8324,-196.749,-72.5374,-68.8355,-74.6316,-148.808
448,224.0,-87.112,-197.5167,-71.934,-69.4658,-73.3302,-149.4537
449,224.5,-85.3851,-198.2694,-71.325,-70.0909,-72.0232,-150.0879
450,225.0,-83.6516,-199.007,-70.7107,-70.7107,-70.7107,-150.7107
451,225.5,-81.9118,-199.7294,-70.0909,-71.325,-69.3928,-151.322
452,226.0,-80.1657,-200.4366,-69.4658,-71.934,-68.0696,-151.9218
453,226.5,-78.4136,-201.1285,-68.8355,-72.5374,-66.7413,-152.51
454,227.0,-76.6554,-201.8051,-68.1998,-73.1354,-65.4079,-153.0866
455,227.5,-74.8915,-202.4664,-67.559,-73.7277,-64.0695,-153.6516
456,228.0,-73.1218,-203.1122,-66.9131,-74.3145,-62.7262,-154.2048
457,228.5,-71.3465,-203.7426,-66.262,-74.8956,-61.3781,-154.7464
458,229.0,-69.5658,-204.3574,-65.6059,-75.471,-60.0254,-155.2761
459,229.5,-67.7799,-204.9567,-64.9448,-76.0406,-58.6681,-155.794
460,230.0,-65.9887,-205.5404,-64.2788,-76.6044,-57.3063,-156.3
461,230.5,-64.1925,-206.1084,-63.6078,-77.1625,-55.9402,-156.7942
462,231.0,-62.3915,-206.6608,-62.932,-77.7146,-54.5698,-157.2763
463,231.5,-60.5857,-207.1974,-62.2515,-78.2608,-53.1952,-157.7466
464,232.0,-58.7753,-207.7182,-61.5661,-78.8011,-51.8166,-158.2048
465,232.5,-56.9604,-208.2232,-60.8761,-79.3353,-50.434,-158.6509
466,233.0,-55.1411,-208.7123,-60.1815,-79.8636,-49.0477,-159.085
467,233.5,-53.3177,-209.1855,-59.4823,-80.3857,-47.6575,-159.507
468,234.0,-51.4902,-209.6429,-58.7785,-80.9017,-46.2638,-159.9168
469,234.5,-49.6588,-210.0842,-58.0703,-81.4116,-44.8665,-160.3144
470,235.0,-47.8236,-210.5096,-57.3576,-81.9152,-43.4658,-160.6998
471,235.5,-45.9847,-210.9189,-56.6406,-82.4126,-42.0618,-161.073
472,236.0,-44.1424,-211.3121,-55.9193,-82.9038,-40.6546,-161.4339
473,236.5,-42.2967,-211.6893,-55.1937,-83.3886,-39.2443,-161.7826
474,237.0,-40.4478,-212.0503,-54.4639,-83.8671,-37.831,-162.1189
475,237.5,-38.5958,-212.3952,-53.73,-84.3391,-36.4148,-162.4428
476,238.0,-36.7408,-212.724,-52.9919,-84.8048,-34.9958,-162.7544
477,238.5,-34.8831,-213.0365,-52.2499,-85.264,-33.5742,-163.0536
478,239.0,-33.0227,-213.3328,-51.5038,-85.7167,-32.1501,-163.3404
479,239.5,-31.1598,-213.6128,-50.7538,-86.1629,-30.7234,-163.6147
480,240.0,-29.2945,-213.8766,-50.0,-86.6025,-29.2945,-163.8766
481,240.5,-27.427,-214.1241,-49.2424,-87.0356,-27.8633,-164.126
482,241.0,-25.5574,-214.3553,-48.481,-87.462,-26.43,-164.3629
483,241.5,-23.6858,-214.5702,-47.7159,-87.8817,-24.9946,-164.5873
484,242.0,-21.8124,-214.7687,-46.9472,-88.2948,-23.5574,-164.7991
485,242.5,-19.9374,-214.9509,-46.1749,-88.7011,-22.1184,-164.9984
486,243.0,-18.0609,-215.1167,-45.399,-89.1007,-20.6777,-165.1852
487,243.5,-16.183,-215.2661,-44.6198,-89.4934,-19.2354,-165.3593
488,244.0,-14.3038,-215.3991,-43.8371,-89.8794,-17.7917,-165.5209
489,244.5,-12.4236,-215.5157,-43.0511,-90.2585,-16.3466,-165.6698
490,245.0,-10.5424,-215.6159,-42.2618,-90.6308,-14.9002,-165.8062
491,245.5,-8.6604,-215.6997,-41.4693,-90.9961,-13.4527,-165.9299
492,246.0,-6.7778,-215.7671,-40.6737,-91.3545,-12.0042,-166.041
493,246.5,-4.8946,-215.818,-39.8749,-91.706,-10.5548,-166.1394
494,247.0,-3.0111,-215.8525,-39.0731,-92.0505,-9.1046,-166.2252
495,247.5,-1.1274,-215.8706,-38.2683,-92.388,-7.6537,-166.2983
496,248.0,0.7565,-215.8722,-37.4607,-92.7184,-6.2022,-166.3588
497,248.5,2.6403,-215.8574,-36.6501,-93.0418,-4.7502,-166.4066
498,249.0,4.5239,-215.8261,-35.8368,-93.358,-3.2979,-166.4417
499,249.5,6.4071,-215.7784,-35.0207,-93.6672,-1.8453,-166.4641
500,250.0,8.2899,-215.7143,-34.202,-93.9693,-0.3926,-166.4739
501,250.5,10.172,-215.6337,-33.3807,-94.2641,1.0602,-166.471
502,251.0,12.0533,-215.5367,-32.5568,-94.5519,2.5129,-166.4554
503,251.5,13.9338,-215.4233,-31.7305,-94.8324,3.9654,-166.4271
504,252.0,15.8131,-215.2936,-30.9017,-95.1057,5.4175,-166.3862
505,252.5,17.6913,-215.1474,-30.0706,-95.3717,6.8693,-166.3326
506,253.0,19.5681,-214.9848,-29.2372,-95.6305,8.3206,-166.2663
507,253.5,21.4434,-214.8058,-28.4015,-95.882,9.7712,-166.1873
508,254.0,23.3171,-214.6105,-27.5637,-96.1262,11.221,-166.0957
509,254.5,25.189,-214.3989,-26.7238,-96.363,12.67,-165.9915
510,255.0,27.059,-214.1709,-25.8819,-96.5926,14.1181,-165.8746
511,255.5,28.927,-213.9266,-25.038,-96.8148,15.5651,-165.7451
512,256.0,30.7927,-213.666,-24.1922,-97.0296,17.0109,-165.603
513,256.5,32.6561,-213.3892,-23.3445,-97.237,18.4553,-165.4482
514,257.0,34.517,-213.0961,-22.4951,-97.437,19.8984,-165.2809
515,257.5,36.3753,-212.7868,-21.644,-97.6296,21.34,-165.1009
516,258.0,38.2308,-212.4612,-20.7912,-97.8148,22.78,-164.9084
517,258.5,40.0834,-212.1195,-19.9368,-97.9925,24.2182,-164.7033
518,259.0,41.9329,-211.7617,-19.0809,-98.1627,25.6545,-164.4857
519,259.5,43.7793,-211.3877,-18.2236,-98.3255,27.0889,-164.2556
520,260.0,45.6223,-210.9976,-17.3648,-98.4808,28.5213,-164.0129
521,260.5,47.4618,-210.5914,-16.5048,-98.6286,29.9515,-163.7578
522,261.0,49.2978,-210.1692,-15.6434,-98.7688,31.3794,-163.4902
523,261.5,51.1299,-209.731,-14.7809,-98.9016,32.8049,-163.2101
524,262.0,52.9582,-209.2768,-13.9173,-99.0268,34.2279,-162.9176
525,262.5,54.7825,-208.8067,-13.0526,-99.1445,35.6483,-162.6128
526,263.0,56.6025,-208.3207,-12.1869,-99.2546,37.066,-162.2955
527,263.5,58.4183,-207.8188,-11.3203,-99.3572,38.4808,-161.9658
528,264.0,60.2296,-207.3011,-10.4528,-99.4522,39.8928,-161.6239
529,264.5,62.0363,-206.7677,-9.5846,-99.5396,41.3017,-161.2696
530,265.0,63.8383,-206.2184,-8.7156,-99.6195,42.7074,-160.903
531,265.5,65.6355,-205.6535,-7.8459,-99.6917,44.1099,-160.5242
532,266.0,67.4276,-205.0729,-6.9756,-99.7564,45.5091,-160.1332
533,266.5,69.2146,-204.4767,-6.1049,-99.8135,46.9047,-159.7299
534,267.0,70.9964,-203.8649,-5.2336,-99.863,48.2969,-159.3145
535,267.5,72.7727,-203.2376,-4.3619,-99.9048,49.6853,-158.887
536,268.0,74.5435,-202.5948,-3.4899,-99.9391,51.0699,-158.4474
537,268.5,76.3086,-201.9365,-2.6177,-99.9657,52.4507,-157.9957
538,269.0,78.0679,-201.2629,-1.7452,-99.9848,53.8274,-157.532
539,269.5,79.8213,-200.574,-0.8727,-99.9962,55.2001,-157.0562
540,270.0,81.5685,-199.8698,-0.0,-100.0,56.5685,-156.5685
541,270.5,83.3096,-199.1504,0.8727,-99.9962,57.9327,-156.0689
542,271.0,85.0443,-198.4158,1.7452,-99.9848,59.2924,-155.5574
543,271.5,86.7726,-197.6661,2.6177,-99.9657,60.6476,-155.0341
544,272.0,88.4942,-196.9014,3.4899,-99.9391,61.9982,-154.499
545,272.5,90.2091,-196.1216,4.3619,-99.9048,63.3441,-153.952
546,273.0,91.9171,-195.3269,5.2336,-99.863,64.6852,-153.3934
547,273.5,93.6182,-194.5174,6.1049,-99.8135,66.0213,-152.8231
548,274.0,95.3121,-193.693,6.9756,-99.7564,67.3524,-152.2411
549,274.5,96.9987,-192.8539,7.8459,-99.6917,68.6784,-151.6476
550,275.0,98.678,-192.0001,8.7156,-99.6195,69.9991,-151.0425
551,275.5,100.3497,-191.1317,9.5846,-99.5396,71.3145,-150.4259
552,276.0,102.0138,-190.2487,10.4528,-99.4522,72.6245,-149.7978
553,276.5,103.6701,-189.3512,11.3203,-99.3572,73.929,-149.1584
554,277.0,105.3185,-188.4393,12.1869,-99.2546,75.2278,-148.5075
555,277.5,106.959,-187.5131,13.0526,-99.1445,76.5209,-147.8454
556,278.0,108.5912,-186.5725,13.9173,-99.0268,77.8082,-147.172
557,278.5,110.2152,-185.6178,14.7809,-98.9016,79.0895,-146.4874
558,279.0,111.8308,-184.649,15.6434,-98.7688,80.3648,-145.7917
559,279.5,113.4379,-183.666,16.5048,-98.6286,81.634,-145.0848
560,280.0,115.0364,-182.6691,17.3648,-98.4808,82.897,-144.3669
561,280.5,116.6261,-181.6583,18.2236,-98.3255,84.1536,-143.638
562,281.0,118.2069,-180.6336,19.0809,-98.1627,85.4039,-142.8982
563,281.5,119.7787,-179.5952,19.9368,-97.9925,86.6477,-142.1474
564,282.0,121.3413,-178.5431,20.7912,-97.8148,87.8848,-141.3859
565,282.5,122.8948,-177.4774,21.644,-97.6296,89.1153,-140.6136
566,283.0,124.4389,-176.3982,22.4951,-97.437,90.339,-139.8305
567,283.5,125.9735,-175.3056,23.3445,-97.237,91.5557,-139.0369
568,284.0,127.4985,-174.1996,24.1922,-97.0296,92.7656,-138.2326
569,284.5,129.0138,-173.0804,25.038,-96.8148,93.9683,-137.4178
570,285.0,130.5193,-171.9479,25.8819,-96.5926,95.1639,-136.5926
571,285.5,132.0148,-170.8024,26.7238,-96.363,96.3523,-135.7569
572,286.0,133.5003,-169.6439,27.5637,-96.1262,97.5333,-134.9109
573,286.5,134.9756,-168.4724,28.4015,-95.882,98.7069,-134.0547
574,287.0,136.4407,-167.2881,29.2372,-95.6305,99.873,-133.1882
575,287.5,137.8953,-166.0911,30.0706,-95.3717,101.0314,-132.3116
576,288.0,139.3395,-164.8814,30.9017,-95.1057,102.1822,-131.4249
577,288.5,140.773,-163.6592,31.7305,-94.8324,103.3252,-130.5282
578,289.0,142.1958,-162.4245,32.5568,-94.5519,104.4603,-129.6215
579,289.5,143.6078,-161.1774,33.3807,-94.2641,105.5875,-128.705
580,290.0,145.0089,-159.9181,34.202,-93.9693,106.7066,-127.7787
581,290.5,146.3989,-158.6466,35.0207,-93.6672,107.8176,-126.8427
582,291.0,147.7777,-157.363,35.8368,-93.358,108.9204,-125.897
583,291.5,149.1453,-156.0674,36.6501,-93.0418,110.0149,-124.9417
584,292.0,150.5016,-154.7599,37.4607,-92.7184,111.101,-123.9769
585,292.5,151.8464,-153.4407,38.2683,-92.388,112.1787,-123.0026
586,293.0,153.1796,-152.1098,39.0731,-92.0505,113.2478,-122.019
587,293.5,154.5012,-150.7672,39.8749,-91.706,114.3083,-121.0261
588,294.0,155.8109,-149.4132,40.6737,-91.3545,115.3601,-120.024
589,294.5,157.1089,-148.0479,41.4693,-90.9961,116.4031,-119.0127
590,295.0,158.3948,-146.6712,42.2618,-90.6308,117.4372,-117.9924
591,295.5,159.6687,-145.2834,43.0511,-90.2585,118.4624,-116.9631
592,296.0,160.9305,-143.8845,43.8371,-89.8794,119.4786,-115.9249
593,296.5,162.18,-142.4747,44.6198,-89.4934,120.4857,-114.8778
594,297.0,163.4171,-141.054,45.399,-89.1007,121.4836,-113.822
595,297.5,164.6418,-139.6225,46.1749,-88.7011,122.4722,-112.7575
596,298.0,165.8539,-138.1805,46.9472,-88.2948,123.4515,-111.6845
597,298.5,167.0535,-136.7279,47.7159,-87.8817,124.4215,-110.6029
598,299.0,168.2403,-135.2649,48.481,-87.462,125.3819,-109.513
599,299.5,169.4143,-133.7916,49.2424,-87.0356,126.3328,-108.4146
600,300.0,170.5753,-132.3081,50.0,-86.6025,127.2741,-107.3081
601,300.5,171.7234,-130.8145,50.7538,-86.1629,128.2056,-106.1933
602,301.0,172.8585,-129.311,51.5038,-85.7167,129.1275,-105.0705
603,301.5,173.9803,-127.7976,52.2499,-85.264,130.0395,-103.9396
604,302.0,175.0889,-126.2745,52.9919,-84.8048,130.9415,-102.8009
605,302.5,176.1842,-124.7417,53.73,-84.3391,131.8336,-101.6543
606,303.0,177.266,-123.1995,54.4639,-83.8671,132.7157,-100.5
607,303.5,178.3344,-121.6479,55.1937,-83.3886,133.5877,-99.338
608,304.0,179.3892,-120.087,55.9193,-82.9038,134.4495,-98.1685
609,304.5,180.4303,-118.517,56.6406,-82.4126,135.301,-96.9915
610,305.0,181.4577,-116.938,57.3576,-81.9152,136.1423,-95.8071
611,305.5,182.4712,-115.35,58.0703,-81.4116,136.9731,-94.6154
612,306.0,183.4709,-113.7533,58.7785,-80.9017,137.7936,-93.4165
613,306.5,184.4566,-112.1479,59.4823,-80.3857,138.6035,-92.2104
614,307.0,185.4282,-110.534,60.1815,-79.8636,139.4029,-90.9974
615,307.5,186.3857,-108.9116,60.8761,-79.3353,140.1917,-89.7774
616,308.0,187.329,-107.281,61.5661,-78.8011,140.9698,-88.5506
617,308.5,188.2581,-105.6421,62.2515,-78.2608,141.7372,-87.3171
618,309.0,189.1728,-103.9953,62.932,-77.7146,142.4938,-86.0769
619,309.5,190.0731,-102.3405,63.6078,-77.1625,143.2395,-84.8301
620,310.0,190.959,-100.6779,64.2788,-76.6044,143.9743,-83.5769
621,310.5,191.8303,-99.0077,64.9448,-76.0406,144.6982,-82.3173
622,311.0,192.687,-97.3299,65.6059,-75.471,145.411,-81.0515
623,311.5,193.529,-95.6447,66.262,-74.8956,146.1128,-79.7795
624,312.0,194.3562,-93.9522,66.9131,-74.3145,146.8034,-78.5014
625,312.5,195.1687,-92.2526,67.559,-73.7277,147.4829,-77.2173
626,313.0,195.9663,-90.5459,68.1998,-73.1354,148.1511,-75.9273
627,313.5,196.749,-88.8324,68.8355,-72.5374,148.808,-74.6316
628,314.0,197.5167,-87.112,69.4658,-71.934,149.4537,-73.3302
629,314.5,198.2694,-85.3851,70.0909,-71.325,150.0879,-72.0232
630,315.0,199.007,-83.6516,70.7107,-70.7107,150.7107,-70.7107
631,315.5,199.7294,-81.9118,71.325,-70.0909,151.322,-69.3928
632,316.0,200.4366,-80.1657,71.934,-69.4658,151.9218,-68.0696
633,316.5,201.1285,-78.4136,72.5374,-68.8355,152.51,-66.7413
634,317.0,201.8051,-76.6554,73.1354,-68.1998,153.0866,-65.4079
635,317.5,202.4664,-74.8915,73.7277,-67.559,153.6516,-64.0695
636,318.0,203.1122,-73.1218,74.3145,-66.9131,154.2048,-62.7262
637,318.5,203.7426,-71.3465,74.8956,-66.262,154.7464,-61.3781
638,319.0,204.3574,-69.5658,75.471,-65.6059,155.2761,-60.0254
639,319.5,204.9567,-67.7799,76.0406,-64.9448,155.794,-58.6681
640,320.0,205.5404,-65.9887,76.6044,-64.2788,156.3,-57.3063
641,320.5,206.1084,-64.1925,77.1625,-63.6078,156.7942,-55.9402
642,321.0,206.6608,-62.3915,77.7146,-62.932,157.2763,-54.5698
643,321.5,207.1974,-60.5857,78.2608,-62.2515,157.7466,-53.1952
644,322.0,207.7182,-58.7753,78.8011,-61.5661,158.2048,-51.8166
645,322.5,208.2232,-56.9604,79.3353,-60.8761,158.6509,-50.434
646,323.0,208.7123,-55.1411,79.8636,-60.1815,159.085,-49.0477
647,323.5,209.1855,-53.3177,80.3857,-59.4823,159.507,-47.6575
648,324.0,209.6429,-51.4902,80.9017,-58.7785,159.9168,-46.2638
649,324.5,210.0842,-49.6588,81.4116,-58.0703,160.3144,-44.8665
650,325.0,210.5096,-47.8236,81.9152,-57.3576,160.6998,-43.4658
651,325.5,210.9189,-45.9847,82.4126,-56.6406,161.073,-42.0618
652,326.0,211.3121,-44.1424,82.9038,-55.9193,161.4339,-40.6546
653,326.5,211.6893,-42.2967,83.3886,-55.1937,161.7826,-39.2443
654,327.0,212.0503,-40.4478,83.8671,-54.4639,162.1189,-37.831
655,327.5,212.3952,-38.5958,84.3391,-53.73,162.4428,-36.4148
656,328.0,212.724,-36.7408,84.8048,-52.9919,162.7544,-34.9958
657,328.5,213.0365,-34.8831,85.264,-52.2499,163.0536,-33.5742
658,329.0,213.3328,-33.0227,85.7167,-51.5038,163.3404,-32.1501
659,329.5,213.6128,-31.1598,86.1629,-50.7538,163.6147,-30.7234
660,330.0,213.8766,-29.2945,86.6025,-50.0,163.8766,-29.2945
661,330.5,214.1241,-27.427,87.0356,-49.2424,164.126,-27.8633
662,331.0,214.3553,-25.5574,87.462,-48.481,164.3629,-26.43
663,331.5,214.5702,-23.6858,87.8817,-47.7159,164.5873,-24.9946
664,332.0,214.7687,-21.8124,88.2948,-46.9472,164.7991,-23.5574
665,332.5,214.9509,-19.9374,88.7011,-46.1749,164.9984,-22.1184
666,333.0,215.1167,-18.0609,89.1007,-45.399,165.1852,-20.6777
667,333.5,215.2661,-16.183,89.4934,-44.6198,165.3593,-19.2354
668,334.0,215.3991,-14.3038,89.8794,-43.8371,165.5209,-17.7917
669,334.5,215.5157,-12.4236,90.2585,-43.0511,165.6698,-16.3466
670,335.0,215.6159,-10.5424,90.6308,-42.2618,165.8062,-14.9002
671,335.5,215.6997,-8.6604,90.9961,-41.4693,165.9299,-13.4527
672,336.0,215.7671,-6.7778,91.3545,-40.6737,166.041,-12.0042
673,336.5,215.818,-4.8946,91.706,-39.8749,166.1394,-10.5548
674,337.0,215.8525,-3.0111,92.0505,-39.0731,166.2252,-9.1046
675,337.5,215.8706,-1.1274,92.388,-38.2683,166.2983,-7.6537
676,338.0,215.8722,0.7565,92.7184,-37.4607,166.3588,-6.2022
677,338.5,215.8574,2.6403,93.0418,-36.6501,166.4066,-4.7502
678,339.0,215.8261,4.5239,93.358,-35.8368,166.4417,-3.2979
679,339.5,215.7784,6.4071,93.6672,-35.0207,166.4641,-1.8453
680,340.0,215.7143,8.2899,93.9693,-34.202,166.4739,-0.3926
681,340.5,215.6337,10.172,94.2641,-33.3807,166.471,1.0602
682,341.0,215.5367,12.0533,94.5519,-32.5568,166.4554,2.5129
683,341.5,215.4233,13.9338,94.8324,-31.7305,166.4271,3.9654
684,342.0,215.2936,15.8131,95.1057,-30.9017,166.3862,5.4175
685,342.5,215.1474,17.6913,95.3717,-30.0706,166.3326,6.8693
686,343.0,214.9848,19.5681,95.6305,-29.2372,166.2663,8.3206
687,343.5,214.8058,21.4434,95.882,-28.4015,166.1873,9.7712
688,344.0,214.6105,23.3171,96.1262,-27.5637,166.0957,11.221
689,344.5,214.3989,25.189,96.363,-26.7238,165.9915,12.67
690,345.0,214.1709,27.059,96.5926,-25.8819,165.8746,14.1181
691,345.5,213.9266,28.927,96.8148,-25.038,165.7451,15.5651
692,346.0,213.666,30.7927,97.0296,-24.1922,165.603,17.0109
693,346.5,213.3892,32.6561,97.237,-23.3445,165.4482,18.4553
694,347.0,213.0961,34.517,97.437,-22.4951,165.2809,19.8984
695,347.5,212.7868,36.3753,97.6296,-21.644,165.1009,21.34
696,348.0,212.4612,38.2308,97.8148,-20.7912,164.9084,22.78
697,348.5,212.1195,40.0834,97.9925,-19.9368,164.7033,24.2182
698,349.0,211.7617,41.9329,98.1627,-19.0809,164.4857,25.6545
699,349.5,211.3877,43.7793,98.3255,-18.2236,164.2556,27.0889
700,350.0,210.9976,45.6223,98.4808,-17.3648,164.0129,28.5213
701,350.5,210.5914,47.4618,98.6286,-16.5048,163.7578,29.9515
702,351.0,210.1692,49.2978,98.7688,-15.6434,163.4902,31.3794
703,351.5,209.731,51.1299,98.9016,-14.7809,163.2101,32.8049
704,352.0,209.2768,52.9582,99.0268,-13.9173,162.9176,34.2279
705,352.5,208.8067,54.7825,99.1445,-13.0526,162.6128,35.6483
706,353.0,208.3207,56.6025,99.2546,-12.1869,162.2955,37.066
707,353.5,207.8188,58.4183,99.3572,-11.3203,161.9658,38.4808
708,354.0,207.3011,60.2296,99.4522,-10.4528,161.6239,39.8928
709,354.5,206.7677,62.0363,99.5396,-9.5846,161.2696,41.3017
710,355.0,206.2184,63.8383,99.6195,-8.7156,160.903,42.7074
711,355.5,205.6535,65.6355,99.6917,-7.8459,160.5242,44.1099
712,356.0,205.0729,67.4276,99.7564,-6.9756,160.1332,45.5091
713,356.5,204.4767,69.2146,99.8135,-6.1049,159.7299,46.9047
714,357.0,203.8649,70.9964,99.863,-5.2336,159.3145,48.2969
715,357.5,203.2376,72.7727,99.9048,-4.3619,158.887,49.6853
716,358.0,202.5948,74.5435,99.9391,-3.4899,158.4474,51.0699
717,358.5,201.9365,76.3086,99.9657,-2.6177,157.9957,52.4507
